cluster,total_sites,successful_folds,mean_test_r2,std_test_r2,mean_test_rmse,std_test_rmse,min_test_r2,max_test_r2
0,12,12,0.06840790714538712,0.568579659996563,4.355984657613082,2.5121022634575576,-1.6698818884772093,0.6552080353879353
1,47,47,-1.72241280087697,4.511498322869994,5.601068724580554,7.060409453426633,-21.378637830773766,0.8037109410939942
2,28,28,-11.870528626361603,50.64423568834463,6.212009252555774,4.1363571070549305,-271.6605046915754,0.7091051634130363
