TIMESTAMP,sap_flow,solar_TIMESTAMP,ta,vpd,sw_in,ws,precip,ppfd_in,rh,ext_rad,latitude,longitude,elevation,mean_annual_temp,mean_annual_precip,stand_age,basal_area,tree_density,stand_height,leaf_area_index,soil_depth,n_trees,pl_age,pl_dbh,pl_height,pl_leaf_area,pl_bark_thick,pl_sapw_area,pl_sapw_depth,latitude_abs,aridity_index,leaf_habit_code,biome_code,igbp_code,social_status_code,sapwood_leaf_ratio,tree_volume_index,koppen_geiger_code_encoded,igbp_class_code,soil_texture_code,terrain_code,growth_condition_code,pl_social_code,tree_size_class_code,tree_age_class_code,species_functional_group_code,swc_shallow,clay_percentage,sand_percentage,silt_percentage
2006-06-22 20:30:00+00:00,1.65,2006-06-23 06:24:06+00:00,9.1,0.0,0.0,0.0,0.0,0.0,100.0,0.0,-37.58,149.17,180,14.815262511148998,1083.5599169816517,14.5,16,1263,22,1.39,400,18,14.5,16.1,18.958168774411757,,,86.7,2.4,37.58,43.665059617839226,3,15,2.0,,,4914.146928015272,0,2,3,2,,,1,0,3,,,,
2006-06-22 21:00:00+00:00,1.82,2006-06-23 06:54:06+00:00,8.6,0.0,0.0,0.0,0.0,0.0,100.0,0.0,-37.58,149.17,180,14.815262511148998,1083.5599169816517,14.5,16,1263,22,1.39,400,18,14.5,16.1,18.958168774411757,,,86.7,2.4,37.58,43.665059617839226,3,15,2.0,,,4914.146928015272,0,2,3,2,,,1,0,3,,,,
2006-06-22 21:30:00+00:00,1.57,2006-06-23 07:24:06+00:00,9.3,0.0,0.0,0.0,0.0,0.0,100.0,16.016046768726053,-37.58,149.17,180,14.815262511148998,1083.5599169816517,14.5,16,1263,22,1.39,400,18,14.5,16.1,18.958168774411757,,,86.7,2.4,37.58,43.665059617839226,3,15,2.0,,,4914.146928015272,0,2,3,2,,,1,0,3,,,,
2006-06-23 09:00:00+00:00,1.34,2006-06-23 18:54:06+00:00,9.3,0.0,0.0,0.0,0.0,0.0,100.0,0.0,-37.58,149.17,180,14.815262511148998,1083.5599169816517,14.5,16,1263,22,1.39,400,18,14.5,16.1,18.958168774411757,,,86.7,2.4,37.58,43.665059617839226,3,15,2.0,,,4914.146928015272,0,2,3,2,,,1,0,3,,,,
2006-06-23 09:30:00+00:00,2.07,2006-06-23 19:24:06+00:00,9.1,0.0,0.0,0.0,0.0,0.0,100.0,0.0,-37.58,149.17,180,14.815262511148998,1083.5599169816517,14.5,16,1263,22,1.39,400,18,14.5,16.1,18.958168774411757,,,86.7,2.4,37.58,43.665059617839226,3,15,2.0,,,4914.146928015272,0,2,3,2,,,1,0,3,,,,
2006-06-23 10:00:00+00:00,1.5,2006-06-23 19:54:06+00:00,8.9,0.0,0.0,0.0,0.0,0.0,100.0,0.0,-37.58,149.17,180,14.815262511148998,1083.5599169816517,14.5,16,1263,22,1.39,400,18,14.5,16.1,18.958168774411757,,,86.7,2.4,37.58,43.665059617839226,3,15,2.0,,,4914.146928015272,0,2,3,2,,,1,0,3,,,,
2006-06-23 10:30:00+00:00,1.2,2006-06-23 20:24:06+00:00,8.6,0.0,0.0,0.0,0.0,0.0,100.0,0.0,-37.58,149.17,180,14.815262511148998,1083.5599169816517,14.5,16,1263,22,1.39,400,18,14.5,16.1,18.958168774411757,,,86.7,2.4,37.58,43.665059617839226,3,15,2.0,,,4914.146928015272,0,2,3,2,,,1,0,3,,,,
2006-06-23 11:00:00+00:00,1.18,2006-06-23 20:54:06+00:00,8.1,0.0,0.0,0.0,0.0,0.0,100.0,0.0,-37.58,149.17,180,14.815262511148998,1083.5599169816517,14.5,16,1263,22,1.39,400,18,14.5,16.1,18.958168774411757,,,86.7,2.4,37.58,43.665059617839226,3,15,2.0,,,4914.146928015272,0,2,3,2,,,1,0,3,,,,
2006-06-23 11:30:00+00:00,1.56,2006-06-23 21:24:06+00:00,8.1,0.0,0.0,0.0,0.0,0.0,100.0,0.0,-37.58,149.17,180,14.815262511148998,1083.5599169816517,14.5,16,1263,22,1.39,400,18,14.5,16.1,18.958168774411757,,,86.7,2.4,37.58,43.665059617839226,3,15,2.0,,,4914.146928015272,0,2,3,2,,,1,0,3,,,,
2006-06-23 12:00:00+00:00,1.15,2006-06-23 21:54:06+00:00,7.7,0.0,0.0,0.0,0.0,0.0,100.0,0.0,-37.58,149.17,180,14.815262511148998,1083.5599169816517,14.5,16,1263,22,1.39,400,18,14.5,16.1,18.958168774411757,,,86.7,2.4,37.58,43.665059617839226,3,15,2.0,,,4914.146928015272,0,2,3,2,,,1,0,3,,,,
2006-06-23 12:30:00+00:00,1.59,2006-06-23 22:24:06+00:00,7.4,0.0,0.0,0.0,0.0,0.0,100.0,0.0,-37.58,149.17,180,14.815262511148998,1083.5599169816517,14.5,16,1263,22,1.39,400,18,14.5,16.1,18.958168774411757,,,86.7,2.4,37.58,43.665059617839226,3,15,2.0,,,4914.146928015272,0,2,3,2,,,1,0,3,,,,
2006-06-23 13:00:00+00:00,1.46,2006-06-23 22:54:06+00:00,7.9,0.0,0.0,0.0,0.0,0.0,100.0,0.0,-37.58,149.17,180,14.815262511148998,1083.5599169816517,14.5,16,1263,22,1.39,400,18,14.5,16.1,18.958168774411757,,,86.7,2.4,37.58,43.665059617839226,3,15,2.0,,,4914.146928015272,0,2,3,2,,,1,0,3,,,,
2006-06-23 13:30:00+00:00,1.56,2006-06-23 23:24:06+00:00,8.4,0.0,0.0,0.0,0.0,0.0,100.0,0.0,-37.58,149.17,180,14.815262511148998,1083.5599169816517,14.5,16,1263,22,1.39,400,18,14.5,16.1,18.958168774411757,,,86.7,2.4,37.58,43.665059617839226,3,15,2.0,,,4914.146928015272,0,2,3,2,,,1,0,3,,,,
2006-06-23 14:00:00+00:00,1.5,2006-06-23 23:54:06+00:00,8.4,0.0,0.0,0.0,0.0,0.0,100.0,0.0,-37.58,149.17,180,14.815262511148998,1083.5599169816517,14.5,16,1263,22,1.39,400,18,14.5,16.1,18.958168774411757,,,86.7,2.4,37.58,43.665059617839226,3,15,2.0,,,4914.146928015272,0,2,3,2,,,1,0,3,,,,
2006-06-23 14:30:00+00:00,1.29,2006-06-24 00:23:55+00:00,8.1,0.0,0.0,0.0,0.0,0.0,100.0,0.0,-37.58,149.17,180,14.815262511148998,1083.5599169816517,14.5,16,1263,22,1.39,400,18,14.5,16.1,18.958168774411757,,,86.7,2.4,37.58,43.665059617839226,3,15,2.0,,,4914.146928015272,0,2,3,2,,,1,0,3,,,,
2006-06-23 16:00:00+00:00,1.26,2006-06-24 01:53:55+00:00,8.4,0.0,0.0,0.0,0.0,0.0,100.0,0.0,-37.58,149.17,180,14.815262511148998,1083.5599169816517,14.5,16,1263,22,1.39,400,18,14.5,16.1,18.958168774411757,,,86.7,2.4,37.58,43.665059617839226,3,15,2.0,,,4914.146928015272,0,2,3,2,,,1,0,3,,,,
2006-06-23 16:30:00+00:00,1.12,2006-06-24 02:23:55+00:00,8.4,0.0,0.0,0.0,0.0,0.0,100.0,0.0,-37.58,149.17,180,14.815262511148998,1083.5599169816517,14.5,16,1263,22,1.39,400,18,14.5,16.1,18.958168774411757,,,86.7,2.4,37.58,43.665059617839226,3,15,2.0,,,4914.146928015272,0,2,3,2,,,1,0,3,,,,
2006-06-23 17:00:00+00:00,1.3,2006-06-24 02:53:55+00:00,8.1,0.0,0.0,0.0,0.0,0.0,100.0,0.0,-37.58,149.17,180,14.815262511148998,1083.5599169816517,14.5,16,1263,22,1.39,400,18,14.5,16.1,18.958168774411757,,,86.7,2.4,37.58,43.665059617839226,3,15,2.0,,,4914.146928015272,0,2,3,2,,,1,0,3,,,,
2006-06-23 17:30:00+00:00,1.67,2006-06-24 03:23:55+00:00,8.6,0.0,0.0,0.0,0.0,0.0,100.0,0.0,-37.58,149.17,180,14.815262511148998,1083.5599169816517,14.5,16,1263,22,1.39,400,18,14.5,16.1,18.958168774411757,,,86.7,2.4,37.58,43.665059617839226,3,15,2.0,,,4914.146928015272,0,2,3,2,,,1,0,3,,,,
2006-06-23 18:00:00+00:00,1.64,2006-06-24 03:53:55+00:00,8.9,0.0,0.0,0.0,0.0,0.0,100.0,0.0,-37.58,149.17,180,14.815262511148998,1083.5599169816517,14.5,16,1263,22,1.39,400,18,14.5,16.1,18.958168774411757,,,86.7,2.4,37.58,43.665059617839226,3,15,2.0,,,4914.146928015272,0,2,3,2,,,1,0,3,,,,
2006-06-23 18:30:00+00:00,1.23,2006-06-24 04:23:55+00:00,8.4,0.0,0.0,0.0,0.0,0.0,100.0,0.0,-37.58,149.17,180,14.815262511148998,1083.5599169816517,14.5,16,1263,22,1.39,400,18,14.5,16.1,18.958168774411757,,,86.7,2.4,37.58,43.665059617839226,3,15,2.0,,,4914.146928015272,0,2,3,2,,,1,0,3,,,,
2006-06-23 19:00:00+00:00,1.65,2006-06-24 04:53:55+00:00,7.7,0.0,0.0,0.0,0.0,0.0,100.0,0.0,-37.58,149.17,180,14.815262511148998,1083.5599169816517,14.5,16,1263,22,1.39,400,18,14.5,16.1,18.958168774411757,,,86.7,2.4,37.58,43.665059617839226,3,15,2.0,,,4914.146928015272,0,2,3,2,,,1,0,3,,,,
