TIMESTAMP,sap_flow,solar_TIMESTAMP,ta,rh,sw_in,ws,precip,ppfd_in,vpd,ext_rad,latitude,longitude,elevation,mean_annual_temp,mean_annual_precip,stand_age,basal_area,tree_density,stand_height,leaf_area_index,soil_depth,n_trees,pl_age,pl_dbh,pl_height,pl_leaf_area,pl_bark_thick,pl_sapw_area,pl_sapw_depth,latitude_abs,aridity_index,leaf_habit_code,biome_code,igbp_code,social_status_code,sapwood_leaf_ratio,tree_volume_index,koppen_geiger_code_encoded,igbp_class_code,soil_texture_code,terrain_code,growth_condition_code,pl_social_code,tree_size_class_code,tree_age_class_code,species_functional_group_code,swc_shallow,clay_percentage,sand_percentage,silt_percentage
2008-09-09 02:30:00+00:00,13.61,2008-09-09 12:21:18+00:00,,,,,,,,972.6317045921908,-38.383,146.683,610,11.38479746749416,1014.2789349468908,5.8,23.4,824,17.27,5.33,200,10,5.8,21.0,17.6,,,206.7,4.3,38.383,47.42990605773282,3,,2.0,,,7761.6,0,2,3,,,,1,0,3,,,,
2008-09-09 03:00:00+00:00,13.92,2008-09-09 12:51:18+00:00,,,,,,,,949.2375976166916,-38.383,146.683,610,11.38479746749416,1014.2789349468908,5.8,23.4,824,17.27,5.33,200,10,5.8,21.0,17.6,,,206.7,4.3,38.383,47.42990605773282,3,,2.0,,,7761.6,0,2,3,,,,1,0,3,,,,
2008-09-09 03:30:00+00:00,13.69,2008-09-09 13:21:18+00:00,,,,,,,,908.3288841193762,-38.383,146.683,610,11.38479746749416,1014.2789349468908,5.8,23.4,824,17.27,5.33,200,10,5.8,21.0,17.6,,,206.7,4.3,38.383,47.42990605773282,3,,2.0,,,7761.6,0,2,3,,,,1,0,3,,,,
2008-09-09 04:00:00+00:00,13.49,2008-09-09 13:51:18+00:00,,,,,,,,850.6058602103678,-38.383,146.683,610,11.38479746749416,1014.2789349468908,5.8,23.4,824,17.27,5.33,200,10,5.8,21.0,17.6,,,206.7,4.3,38.383,47.42990605773282,3,,2.0,,,7761.6,0,2,3,,,,1,0,3,,,,
2008-09-09 04:30:00+00:00,14.31,2008-09-09 14:21:18+00:00,,,,,,,,777.0566587686565,-38.383,146.683,610,11.38479746749416,1014.2789349468908,5.8,23.4,824,17.27,5.33,200,10,5.8,21.0,17.6,,,206.7,4.3,38.383,47.42990605773282,3,,2.0,,,7761.6,0,2,3,,,,1,0,3,,,,
2008-09-09 05:00:00+00:00,12.51,2008-09-09 14:51:18+00:00,,,,,,,,688.9403341042491,-38.383,146.683,610,11.38479746749416,1014.2789349468908,5.8,23.4,824,17.27,5.33,200,10,5.8,21.0,17.6,,,206.7,4.3,38.383,47.42990605773282,3,,2.0,,,7761.6,0,2,3,,,,1,0,3,,,,
2008-09-09 05:30:00+00:00,12.11,2008-09-09 15:21:18+00:00,,,,,,,,587.765308831654,-38.383,146.683,610,11.38479746749416,1014.2789349468908,5.8,23.4,824,17.27,5.33,200,10,5.8,21.0,17.6,,,206.7,4.3,38.383,47.42990605773282,3,,2.0,,,7761.6,0,2,3,,,,1,0,3,,,,
2008-09-09 06:00:00+00:00,16.47,2008-09-09 15:51:18+00:00,,,,,,,,475.26355191127385,-38.383,146.683,610,11.38479746749416,1014.2789349468908,5.8,23.4,824,17.27,5.33,200,10,5.8,21.0,17.6,,,206.7,4.3,38.383,47.42990605773282,3,,2.0,,,7761.6,0,2,3,,,,1,0,3,,,,
2008-09-09 06:30:00+00:00,12.27,2008-09-09 16:21:18+00:00,,,,,,,,353.3609298920423,-38.383,146.683,610,11.38479746749416,1014.2789349468908,5.8,23.4,824,17.27,5.33,200,10,5.8,21.0,17.6,,,206.7,4.3,38.383,47.42990605773282,3,,2.0,,,7761.6,0,2,3,,,,1,0,3,,,,
2008-09-09 07:00:00+00:00,8.47,2008-09-09 16:51:18+00:00,,,,,,,,224.14423889766047,-38.383,146.683,610,11.38479746749416,1014.2789349468908,5.8,23.4,824,17.27,5.33,200,10,5.8,21.0,17.6,,,206.7,4.3,38.383,47.42990605773282,3,,2.0,,,7761.6,0,2,3,,,,1,0,3,,,,
2008-09-09 07:30:00+00:00,6.18,2008-09-09 17:21:18+00:00,,,,,,,,89.82548172048031,-38.383,146.683,610,11.38479746749416,1014.2789349468908,5.8,23.4,824,17.27,5.33,200,10,5.8,21.0,17.6,,,206.7,4.3,38.383,47.42990605773282,3,,2.0,,,7761.6,0,2,3,,,,1,0,3,,,,
2008-09-09 08:00:00+00:00,4.39,2008-09-09 17:51:18+00:00,,,,,,,,0.0,-38.383,146.683,610,11.38479746749416,1014.2789349468908,5.8,23.4,824,17.27,5.33,200,10,5.8,21.0,17.6,,,206.7,4.3,38.383,47.42990605773282,3,,2.0,,,7761.6,0,2,3,,,,1,0,3,,,,
2008-09-09 08:30:00+00:00,1.94,2008-09-09 18:21:18+00:00,,,,,,,,0.0,-38.383,146.683,610,11.38479746749416,1014.2789349468908,5.8,23.4,824,17.27,5.33,200,10,5.8,21.0,17.6,,,206.7,4.3,38.383,47.42990605773282,3,,2.0,,,7761.6,0,2,3,,,,1,0,3,,,,
2008-09-09 09:00:00+00:00,2.54,2008-09-09 18:51:18+00:00,,,,,,,,0.0,-38.383,146.683,610,11.38479746749416,1014.2789349468908,5.8,23.4,824,17.27,5.33,200,10,5.8,21.0,17.6,,,206.7,4.3,38.383,47.42990605773282,3,,2.0,,,7761.6,0,2,3,,,,1,0,3,,,,
2008-09-09 09:30:00+00:00,5.14,2008-09-09 19:21:18+00:00,,,,,,,,0.0,-38.383,146.683,610,11.38479746749416,1014.2789349468908,5.8,23.4,824,17.27,5.33,200,10,5.8,21.0,17.6,,,206.7,4.3,38.383,47.42990605773282,3,,2.0,,,7761.6,0,2,3,,,,1,0,3,,,,
2008-09-09 10:00:00+00:00,4.72,2008-09-09 19:51:18+00:00,,,,,,,,0.0,-38.383,146.683,610,11.38479746749416,1014.2789349468908,5.8,23.4,824,17.27,5.33,200,10,5.8,21.0,17.6,,,206.7,4.3,38.383,47.42990605773282,3,,2.0,,,7761.6,0,2,3,,,,1,0,3,,,,
2008-09-09 10:30:00+00:00,2.92,2008-09-09 20:21:18+00:00,,,,,,,,0.0,-38.383,146.683,610,11.38479746749416,1014.2789349468908,5.8,23.4,824,17.27,5.33,200,10,5.8,21.0,17.6,,,206.7,4.3,38.383,47.42990605773282,3,,2.0,,,7761.6,0,2,3,,,,1,0,3,,,,
