feature_index,feature_name,description,category,importance_score
f270,temp_soil_interaction,Temperature × soil interaction,Interaction,303924.90625
f230,n_trees,N Trees,Other,96824.7578125
f7,ext_rad,Extraterrestrial radiation,Environmental,82443.7265625
f228,stand_height,Stand Height,Structural,65919.4453125
f223,elevation,Elevation,Geographic,63840.4453125
f224,mean_annual_temp,Mean Annual Temp,Other,54604.9609375
f258,species_functional_group_code,Species Functional Group Code,Ecological,50342.4140625
f22,solar_hour_cos,Cosine of solar hour,Temporal,36778.55859375
f122,vpd_lag_2h,VPD lag 2h,Lagged,33161.18359375
f1,rh,Relative humidity,Environmental,28298.44140625
f26,is_peak_sunlight,Peak sunlight indicator (10-16h),Temporal,27281.748046875
f3,sw_in,Shortwave incoming radiation,Environmental,26198.501953125
f221,latitude,Latitude,Geographic,25693.876953125
f218,stomatal_conductance_proxy,Stomatal conductance proxy,Other,24407.740234375
f2,vpd,Vapor pressure deficit,Environmental,23645.005859375
f251,igbp_class_code,Igbp Class Code,Ecological,22170.126953125
f212,precip_cum_72h,Cumulative precipitation 72h,Cumulative,19803.15234375
f249,measurement_frequency,Measurement Frequency,Metadata,19691.9140625
f33,is_autumn,Autumn season indicator,Temporal,19664.322265625
f18,month_cos,Cosine of month (cyclical),Temporal,19528.498046875
f211,precip_cum_24h,Cumulative precipitation 24h,Cumulative,18959.56640625
f116,rh_lag_2h,Relative humidity lag 2h,Lagged,18958.2265625
f225,mean_annual_precip,Mean Annual Precip,Other,18709.970703125
f244,igbp_code,Igbp Code,Ecological,15892.9248046875
f235,pl_leaf_area,Pl Leaf Area,Structural,14961.828125
f236,pl_bark_thick,Pl Bark Thick,Structural,13215.451171875
f233,pl_dbh,Pl Dbh,Structural,12847.939453125
f156,ppfd_in_lag_24h,PPFD lag 24h,Lagged,11035.5810546875
f243,biome_code,Biome Code,Ecological,8993.869140625
f29,is_afternoon,Afternoon indicator (12-18h),Temporal,8764.01953125
f89,sw_in_mean_720h,Shortwave radiation 720h-hour mean,Rolling,8434.2900390625
f201,rh_rate_24h,Relative humidity rate of change 24h,Rate of Change,8281.50390625
f203,sw_in_rate_6h,Shortwave radiation rate of change 6h,Rate of Change,8209.9658203125
f238,pl_sapw_depth,Pl Sapw Depth,Structural,8182.16845703125
f186,vpd_range_168h,VPD 168h-hour range,Rolling,7679.5087890625
f240,latitude_abs,Latitude Abs,Other,7558.423828125
f11,year,Year,Temporal,6982.3818359375
f239,climate_zone_code,Climate Zone Code,Climate,6960.4091796875
f256,tree_size_class_code,Tree Size Class Code,Structural,6850.3544921875
