cluster,total_rows,train_samples,test_samples,train_rmse,test_rmse,train_r2,test_r2,train_mae,test_mae,feature_count,best_iteration
0,795080,636064,159016,1.1409057931641278,1.2705411673060072,0.970562590320145,0.9635870479864803,0.6905022123904366,0.7353383642583834,272,200
1,5317276,4253820,1063456,1.1120193613686387,1.206708749113951,0.9049435104753256,0.8863149661213343,0.514854955752236,0.5235569272934424,255,200
2,883526,706820,176706,2.4305676690798945,2.6928082773315616,0.9503864473812403,0.9380358872255553,1.3770888673181627,1.4642017246347943,272,200
