feature_index,feature_name,description,category,importance_score
f228,basal_area,Basal Area,Structural,145989.59375
f201,vpd_rate_24h,VPD rate of change 24h,Rate of Change,144446.828125
f226,is_inside_country,Is Inside Country,Temporal,126895.3828125
f259,tree_size_class_code,Tree Size Class Code,Structural,94809.5546875
f230,stand_height,Stand Height,Structural,94145.203125
f271,seasonal_precip_range,Seasonal precipitation range,Temporal,57206.5
f209,sw_in_cum_72h,Cumulative shortwave radiation 72h,Cumulative,50732.546875
f6,vpd,Vapor pressure deficit,Environmental,50573.4765625
f231,leaf_area_index,Leaf Area Index,Interaction,50364.203125
f205,precip_cum_24h,Cumulative precipitation 24h,Cumulative,38860.5234375
f42,ta_std_12h,Temperature 12h-hour standard deviation,Rolling,33712.04296875
f261,species_functional_group_code,Species Functional Group Code,Ecological,31968.548828125
f58,vpd_std_6h,VPD 6h-hour standard deviation,Rolling,29478.306640625
f4,precip,Precipitation,Environmental,24591.9375
f193,rh_rate_1h,Relative humidity rate of change 1h,Rate of Change,20925.931640625
f145,swc_shallow_lag_1h,Soil water content lag 1h,Lagged,19900.6171875
f18,month_cos,Cosine of month (cyclical),Temporal,18184.5703125
f255,soil_texture_code,Soil Texture Code,Soil,18008.896484375
f35,hours_since_sunrise,Hours since sunrise,Temporal,17874.630859375
f76,sw_in_std_6h,Shortwave radiation 6h-hour standard deviation,Rolling,16581.06640625
f143,precip_lag_12h,Precipitation lag 12h,Lagged,15209.0185546875
f144,precip_lag_24h,Precipitation lag 24h,Lagged,15090.2021484375
f254,igbp_class_code,Igbp Class Code,Ecological,13330.1376953125
f251,timezone_offset,Timezone Offset,Other,13178.0595703125
f246,biome_code,Biome Code,Ecological,12931.3173828125
f40,ta_std_6h,Temperature 6h-hour standard deviation,Rolling,12308.005859375
f5,ppfd_in,Photosynthetic photon flux density,Environmental,12057.1025390625
f263,swc_shallow,Soil water content (shallow),Environmental,11578.6640625
f153,ppfd_in_lag_3h,PPFD lag 3h,Lagged,10676.0751953125
f206,precip_cum_72h,Cumulative precipitation 72h,Cumulative,10671.048828125
f211,vpd_ta_interaction,VPD × Temperature interaction,Interaction,10547.20703125
f20,solar_day_of_year,Solar day of year,Temporal,9943.98046875
f270,seasonal_temp_range,Seasonal temperature range,Temporal,9938.125
f227,stand_age,Stand Age,Structural,9750.751953125
f8,hour,Hour of day,Temporal,9481.4951171875
f200,vpd_rate_6h,VPD rate of change 6h,Rate of Change,9447.2568359375
f149,swc_shallow_lag_12h,Soil water content lag 12h,Lagged,8788.078125
f196,sw_in_rate_1h,Shortwave radiation rate of change 1h,Rate of Change,8512.71875
f229,tree_density,Tree Density,Structural,8446.4931640625
f33,is_autumn,Autumn season indicator,Temporal,8277.865234375
f220,stomatal_control_index,Stomatal control index,Interaction,8170.43505859375
f9,day_of_year,Day of year,Temporal,7840.939453125
f44,ta_std_24h,Temperature 24h-hour standard deviation,Rolling,7809.16455078125
f194,rh_rate_6h,Relative humidity rate of change 6h,Rate of Change,7777.349609375
f15,day_sin,Sine of day of year (cyclical),Temporal,7704.4267578125
f129,sw_in_lag_3h,Shortwave radiation lag 3h,Lagged,7616.37158203125
