feature_index,feature_name,description,category,importance_score
f247,igbp_code,Igbp Code,Ecological,230018.1875
f230,stand_height,Stand Height,Structural,87562.703125
f254,igbp_class_code,Igbp Class Code,Ecological,70733.046875
f158,rh_max_72h,Relative humidity 72h-hour maximum,Rolling,60563.921875
f7,ext_rad,Extraterrestrial radiation,Environmental,57616.3515625
f225,mean_annual_precip,Mean Annual Precip,Other,53151.23828125
f224,mean_annual_temp,Mean Annual Temp,Other,53042.80859375
f258,pl_social_code,Pl Social Code,Structural,44226.2578125
f228,basal_area,Basal Area,Structural,40006.5625
f2,sw_in,Shortwave incoming radiation,Environmental,39043.4765625
f236,pl_dbh,Pl Dbh,Structural,34032.69140625
f1,rh,Relative humidity,Environmental,26538.30859375
f240,pl_sapw_area,Pl Sapw Area,Structural,22911.791015625
f18,month_cos,Cosine of month (cyclical),Temporal,20489.88671875
f235,pl_age,Pl Age,Structural,19732.65625
f244,aridity_index,Aridity Index,Interaction,16008.8046875
f218,stomatal_conductance_proxy,Stomatal conductance proxy,Other,13491.7275390625
f26,is_peak_sunlight,Peak sunlight indicator (10-16h),Temporal,13222.8671875
f216,ppfd_efficiency,PPFD efficiency,Other,12099.5341796875
f22,solar_hour_cos,Cosine of solar hour,Temporal,12078.796875
f31,is_spring,Spring season indicator,Temporal,12046.9609375
f238,pl_leaf_area,Pl Leaf Area,Structural,11724.310546875
f209,sw_in_cum_72h,Cumulative shortwave radiation 72h,Cumulative,11659.8837890625
f249,sapwood_leaf_ratio,Sapwood to leaf area ratio,Interaction,11240.484375
f223,elevation,Elevation,Geographic,11164.8515625
f262,pl_species_code,Pl Species Code,Ecological,11123.2158203125
f35,hours_since_sunrise,Hours since sunrise,Temporal,9544.951171875
f3,ws,Wind speed,Environmental,9026.2861328125
f32,is_summer,Summer season indicator,Temporal,8485.49609375
f255,soil_texture_code,Soil Texture Code,Soil,8089.375
f24,solar_day_cos,Cosine of solar day,Temporal,7798.474609375
f165,rh_range_336h,Relative humidity 336h-hour range,Rolling,7792.89208984375
f122,vpd_lag_2h,VPD lag 2h,Lagged,7645.74365234375
f261,species_functional_group_code,Species Functional Group Code,Ecological,7458.22509765625
f159,rh_range_72h,Relative humidity 72h-hour range,Rolling,7371.03369140625
f232,soil_depth,Soil Depth,Soil,7085.404296875
f239,pl_bark_thick,Pl Bark Thick,Structural,7047.19189453125
f243,latitude_abs,Latitude Abs,Other,7026.85400390625
f220,stomatal_control_index,Stomatal control index,Interaction,6915.6650390625
f170,sw_in_max_168h,Shortwave radiation 168h-hour maximum,Rolling,6867.66650390625
f89,sw_in_mean_720h,Shortwave radiation 720h-hour mean,Rolling,6821.76708984375
f251,timezone_offset,Timezone Offset,Other,6596.93701171875
f11,year,Year,Temporal,6564.1962890625
f222,longitude,Longitude,Geographic,6361.265625
f242,climate_zone_code,Climate Zone Code,Climate,6325.31689453125
f206,precip_cum_72h,Cumulative precipitation 72h,Cumulative,6051.2353515625
f29,is_afternoon,Afternoon indicator (12-18h),Temporal,5918.7744140625
f161,rh_max_168h,Relative humidity 168h-hour maximum,Rolling,5756.2861328125
f231,leaf_area_index,Leaf Area Index,Interaction,5566.2431640625
f226,is_inside_country,Is Inside Country,Temporal,5426.97314453125
f33,is_autumn,Autumn season indicator,Temporal,5360.95068359375
f211,vpd_ta_interaction,VPD × Temperature interaction,Interaction,5234.5205078125
f187,ta_min_168h,Temperature 168h-hour minimum,Rolling,5190.2529296875
f229,tree_density,Tree Density,Structural,5161.7333984375
f207,precip_cum_168h,Cumulative precipitation 168h,Cumulative,4987.8818359375
f208,sw_in_cum_24h,Cumulative shortwave radiation 24h,Cumulative,4932.56298828125
f156,ppfd_in_lag_24h,PPFD lag 24h,Lagged,4833.30615234375
f152,ppfd_in_lag_2h,PPFD lag 2h,Lagged,4794.00390625
f221,latitude,Latitude,Geographic,4396.9970703125
f201,vpd_rate_24h,VPD rate of change 24h,Rate of Change,4272.568359375
f34,is_winter,Winter season indicator,Temporal,4124.1513671875
f250,tree_volume_index,Tree Volume Index,Interaction,4046.7880859375
f91,rh_mean_3h,Relative humidity 3h-hour mean,Rolling,4033.12646484375
f5,ppfd_in,Photosynthetic photon flux density,Environmental,3960.9228515625
f16,day_cos,Cosine of day of year (cyclical),Temporal,3959.298828125
f8,hour,Hour of day,Temporal,3768.996337890625
f55,vpd_mean_3h,VPD 3h-hour mean,Rolling,3611.172607421875
f227,stand_age,Stand Age,Structural,3552.991455078125
f241,pl_sapw_depth,Pl Sapw Depth,Structural,3518.338623046875
f27,is_weekend,Weekend indicator,Temporal,3481.84619140625
f90,sw_in_std_720h,Shortwave radiation 720h-hour standard deviation,Rolling,3453.6123046875
f21,solar_hour_sin,Sine of solar hour,Temporal,3361.754150390625
f157,rh_min_72h,Relative humidity 72h-hour minimum,Rolling,3353.46630859375
f160,rh_min_168h,Relative humidity 168h-hour minimum,Rolling,3272.38720703125
f107,rh_mean_720h,Relative humidity 720h-hour mean,Rolling,3261.3134765625
f25,is_daylight,Daylight indicator (6-18h),Temporal,3170.8623046875
f121,vpd_lag_1h,VPD lag 1h,Lagged,3141.07373046875
f176,vpd_max_72h,VPD 72h-hour maximum,Rolling,3088.494873046875
f179,vpd_max_168h,VPD 168h-hour maximum,Rolling,3033.57958984375
f256,terrain_code,Terrain Code,Identity,2983.591064453125
f146,swc_shallow_lag_2h,Soil water content lag 2h,Lagged,2838.531005859375
f23,solar_day_sin,Sine of solar day,Temporal,2837.911865234375
f192,ta_range_336h,Temperature 336h-hour range,Rolling,2743.625244140625
f180,vpd_range_168h,VPD 168h-hour range,Rolling,2712.89697265625
f200,vpd_rate_6h,VPD rate of change 6h,Rate of Change,2704.03759765625
f184,ta_min_72h,Temperature 72h-hour minimum,Rolling,2632.278076171875
f167,sw_in_max_72h,Shortwave radiation 72h-hour maximum,Rolling,2630.40771484375
f20,solar_day_of_year,Solar day of year,Temporal,2598.53759765625
f44,ta_std_24h,Temperature 24h-hour standard deviation,Rolling,2548.83935546875
f30,is_night,Night indicator,Temporal,2536.138916015625
f163,rh_min_336h,Relative humidity 336h-hour minimum,Rolling,2460.678466796875
f116,rh_lag_2h,Relative humidity lag 2h,Lagged,2455.634521484375
f17,month_sin,Sine of month (cyclical),Temporal,2438.8056640625
f169,sw_in_min_168h,Shortwave radiation 168h-hour minimum,Rolling,2374.6142578125
f38,ta_std_3h,Temperature 3h-hour standard deviation,Rolling,2345.1474609375
f149,swc_shallow_lag_12h,Soil water content lag 12h,Lagged,2341.07568359375
f111,ta_lag_3h,Temperature lag 3h,Lagged,2249.374267578125
f263,swc_shallow,Soil water content (shallow),Environmental,2239.30810546875
f73,sw_in_mean_3h,Shortwave radiation 3h-hour mean,Rolling,2124.842529296875
f248,social_status_code,Social Status Code,Identity,2110.732666015625
f210,vpd_ppfd_interaction,VPD × PPFD interaction,Interaction,2082.38330078125
f171,sw_in_range_168h,Shortwave radiation 168h-hour range,Rolling,2079.1181640625
f19,solar_hour,Solar hour,Temporal,2059.3720703125
f150,swc_shallow_lag_24h,Soil water content lag 24h,Lagged,2017.6727294921875
f233,n_trees,N Trees,Other,1983.1907958984375
f265,sand_percentage,Sand Percentage,Soil,1886.4454345703125
f198,sw_in_rate_24h,Shortwave radiation rate of change 24h,Rate of Change,1841.3631591796875
f53,ta_mean_720h,Temperature 720h-hour mean,Rolling,1828.6781005859375
f14,hour_cos,Cosine of hour (cyclical),Temporal,1815.75048828125
f168,sw_in_range_72h,Shortwave radiation 72h-hour range,Rolling,1812.73876953125
f87,sw_in_mean_336h,Shortwave radiation 336h-hour mean,Rolling,1797.228759765625
f166,sw_in_min_72h,Shortwave radiation 72h-hour minimum,Rolling,1796.3011474609375
f205,precip_cum_24h,Cumulative precipitation 24h,Cumulative,1787.489501953125
f9,day_of_year,Day of year,Temporal,1787.1461181640625
f36,hours_since_sunset,Hours since sunset,Temporal,1746.7459716796875
f151,ppfd_in_lag_1h,PPFD lag 1h,Lagged,1741.5404052734375
f56,vpd_std_3h,VPD 3h-hour standard deviation,Rolling,1727.131103515625
f75,sw_in_mean_6h,Shortwave radiation 6h-hour mean,Rolling,1709.1490478515625
f15,day_sin,Sine of day of year (cyclical),Temporal,1707.28955078125
f195,rh_rate_24h,Relative humidity rate of change 24h,Rate of Change,1683.3720703125
f237,pl_height,Pl Height,Structural,1658.9482421875
f183,vpd_range_336h,VPD 336h-hour range,Rolling,1635.3541259765625
f6,vpd,Vapor pressure deficit,Environmental,1628.5172119140625
f162,rh_range_168h,Relative humidity 168h-hour range,Rolling,1588.6260986328125
f13,hour_sin,Sine of hour (cyclical),Temporal,1562.4002685546875
f196,sw_in_rate_1h,Shortwave radiation rate of change 1h,Rate of Change,1546.8536376953125
f71,vpd_mean_720h,VPD 720h-hour mean,Rolling,1530.4931640625
f189,ta_range_168h,Temperature 168h-hour range,Rolling,1518.8443603515625
f182,vpd_max_336h,VPD 336h-hour maximum,Rolling,1481.9796142578125
f215,radiation_temp_interaction,Radiation × temperature interaction,Interaction,1433.8663330078125
f194,rh_rate_6h,Relative humidity rate of change 6h,Rate of Change,1431.852783203125
f72,vpd_std_720h,VPD 720h-hour standard deviation,Rolling,1410.901611328125
f12,day_of_week,Day of week,Temporal,1405.3489990234375
f132,sw_in_lag_24h,Shortwave radiation lag 24h,Lagged,1368.3636474609375
f245,leaf_habit_code,Leaf Habit Code,Ecological,1342.3265380859375
f174,sw_in_range_336h,Shortwave radiation 336h-hour range,Rolling,1319.468994140625
f105,rh_mean_336h,Relative humidity 336h-hour mean,Rolling,1302.455810546875
f172,sw_in_min_336h,Shortwave radiation 336h-hour minimum,Rolling,1284.200927734375
f173,sw_in_max_336h,Shortwave radiation 336h-hour maximum,Rolling,1256.8870849609375
f188,ta_max_168h,Temperature 168h-hour maximum,Rolling,1247.095458984375
f37,ta_mean_3h,Temperature 3h-hour mean,Rolling,1245.803955078125
f93,rh_mean_6h,Relative humidity 6h-hour mean,Rolling,1242.28564453125
f108,rh_std_720h,Relative humidity 720h-hour standard deviation,Rolling,1225.91552734375
f252,measurement_frequency,Measurement Frequency,Metadata,1217.7235107421875
f106,rh_std_336h,Relative humidity 336h-hour standard deviation,Rolling,1216.284423828125
f40,ta_std_6h,Temperature 6h-hour standard deviation,Rolling,1214.83642578125
f186,ta_range_72h,Temperature 72h-hour range,Rolling,1207.935546875
f204,ta_rate_24h,Temperature rate of change 24h,Rate of Change,1199.223876953125
f110,ta_lag_2h,Temperature lag 2h,Lagged,1190.6756591796875
f181,vpd_min_336h,VPD 336h-hour minimum,Rolling,1174.4722900390625
f88,sw_in_std_336h,Shortwave radiation 336h-hour standard deviation,Rolling,1166.25390625
f42,ta_std_12h,Temperature 12h-hour standard deviation,Rolling,1165.0643310546875
f103,rh_mean_168h,Relative humidity 168h-hour mean,Rolling,1158.3616943359375
f191,ta_max_336h,Temperature 336h-hour maximum,Rolling,1157.2008056640625
f197,sw_in_rate_6h,Shortwave radiation rate of change 6h,Rate of Change,1149.215576171875
f10,month,Month,Temporal,1148.5638427734375
f80,sw_in_std_24h,Shortwave radiation 24h-hour standard deviation,Rolling,1141.060546875
f82,sw_in_std_48h,Shortwave radiation 48h-hour standard deviation,Rolling,1137.267578125
f61,vpd_mean_24h,VPD 24h-hour mean,Rolling,1122.4176025390625
f78,sw_in_std_12h,Shortwave radiation 12h-hour standard deviation,Rolling,1101.8065185546875
f253,koppen_geiger_code_encoded,Koppen Geiger Code Encoded,Climate,1101.057373046875
f85,sw_in_mean_168h,Shortwave radiation 168h-hour mean,Rolling,1087.78515625
f60,vpd_std_12h,VPD 12h-hour standard deviation,Rolling,1085.1043701171875
f185,ta_max_72h,Temperature 72h-hour maximum,Rolling,1074.382080078125
f234,measurement_timestep,Measurement Timestep,Metadata,1063.4647216796875
f153,ppfd_in_lag_3h,PPFD lag 3h,Lagged,1030.1517333984375
f214,wind_vpd_interaction,Wind × VPD interaction,Interaction,1028.7205810546875
f28,is_morning,Morning indicator (6-12h),Temporal,991.1470947265625
f77,sw_in_mean_12h,Shortwave radiation 12h-hour mean,Rolling,985.8306884765625
f52,ta_std_336h,Temperature 336h-hour standard deviation,Rolling,971.8941650390625
f74,sw_in_std_3h,Shortwave radiation 3h-hour standard deviation,Rolling,956.2457275390625
f140,precip_lag_2h,Precipitation lag 2h,Lagged,953.2454223632812
f76,sw_in_std_6h,Shortwave radiation 6h-hour standard deviation,Rolling,948.2835083007812
f203,ta_rate_6h,Temperature rate of change 6h,Rate of Change,945.4122924804688
f62,vpd_std_24h,VPD 24h-hour standard deviation,Rolling,928.4924926757812
f84,sw_in_std_72h,Shortwave radiation 72h-hour standard deviation,Rolling,926.2208862304688
f86,sw_in_std_168h,Shortwave radiation 168h-hour standard deviation,Rolling,917.8137817382812
f147,swc_shallow_lag_3h,Soil water content lag 3h,Lagged,910.4874877929688
f98,rh_std_24h,Relative humidity 24h-hour standard deviation,Rolling,904.1171875
f69,vpd_mean_336h,VPD 336h-hour mean,Rolling,899.6921997070312
f257,growth_condition_code,Growth Condition Code,Identity,887.6072998046875
f46,ta_std_48h,Temperature 48h-hour standard deviation,Rolling,883.9363403320312
f193,rh_rate_1h,Relative humidity rate of change 1h,Rate of Change,880.35107421875
f113,ta_lag_12h,Temperature lag 12h,Lagged,880.0813598632812
f148,swc_shallow_lag_6h,Soil water content lag 6h,Lagged,874.73486328125
