cluster,total_rows,train_samples,test_samples,train_rmse,test_rmse,train_r2,test_r2,train_mae,test_mae,feature_count,best_iteration
0,1888206,1510564,377642,1.760764364225214,1.9420752001382537,0.9513956584899401,0.9394378186275959,0.9234193686689518,0.964200765650791,272,200
1,900060,720048,180012,1.2991986131788156,1.4386810822593907,0.9611888326478975,0.9522300942842924,0.7684729693862277,0.8133365846339361,246,200
2,5900603,4720483,1180120,1.1020064664165954,1.2018082939797843,0.9146971237436154,0.8997674333412409,0.5103767349784092,0.5195205626479692,255,200
