feature_index,feature_name,description,category,importance_score
f16,n_trees,No description available,Unknown category,100456.21875
f13,stand_age,No description available,Unknown category,76849.9375
f12,mean_annual_precip,No description available,Unknown category,40018.90625
f25,aridity_index,No description available,Unknown category,24924.73046875
f24,latitude_abs,No description available,Unknown category,15379.0927734375
f6,ppfd_in,No description available,Unknown category,12966.921875
f11,mean_annual_temp,No description available,Unknown category,12463.724609375
f31,tree_volume_index,No description available,Unknown category,12122.0087890625
f21,pl_bark_thick,No description available,Unknown category,11780.4931640625
f3,sw_in,No description available,Unknown category,10583.154296875
f23,pl_sapw_depth,No description available,Unknown category,9901.3642578125
f46,tree_density,No description available,Unknown category,8433.255859375
f45,basal_area,No description available,Unknown category,6446.94775390625
f9,longitude,No description available,Unknown category,6424.30712890625
f29,social_status_code,No description available,Unknown category,6415.9580078125
f37,pl_social_code,No description available,Unknown category,5964.1640625
f7,ext_rad,No description available,Unknown category,5960.1923828125
f2,vpd,No description available,Unknown category,5344.7236328125
f8,latitude,No description available,Unknown category,4867.08740234375
f19,pl_height,No description available,Unknown category,4805.357421875
f22,pl_sapw_area,No description available,Unknown category,4589.24267578125
f10,elevation,No description available,Unknown category,4117.697265625
f1,rh,No description available,Unknown category,3762.130126953125
f47,leaf_area_index,No description available,Unknown category,3615.411376953125
f30,sapwood_leaf_ratio,No description available,Unknown category,3400.85546875
f18,pl_dbh,No description available,Unknown category,2819.884033203125
f14,stand_height,No description available,Unknown category,2283.87939453125
f20,pl_leaf_area,No description available,Unknown category,1938.0809326171875
f17,pl_age,No description available,Unknown category,1589.600341796875
f39,tree_age_class_code,No description available,Unknown category,1579.5682373046875
f5,precip,No description available,Unknown category,1355.10693359375
f38,tree_size_class_code,No description available,Unknown category,1220.1732177734375
f0,ta,No description available,Unknown category,762.500244140625
f4,ws,No description available,Unknown category,616.9046630859375
f41,swc_shallow,No description available,Unknown category,586.7136840820312
f15,soil_depth,No description available,Unknown category,548.3006591796875
f40,species_functional_group_code,No description available,Unknown category,362.14373779296875
f27,biome_code,No description available,Unknown category,159.62106323242188
