cluster,total_rows,train_samples,test_samples,train_rmse,test_rmse,train_r2,test_r2,train_mae,test_mae,feature_count,best_iteration
0,3218602,2574882,643720,0.9444884569573406,0.9984356759420205,0.9494071635233172,0.943700793531519,0.4820537069775033,0.49371012629703426,269,200
1,1387449,1109959,277490,1.8892500187811274,2.11353564901141,0.9559719966063851,0.9450721247169324,0.9659558487455577,1.0196168742853953,269,200
2,663235,530588,132647,1.2635365342337004,1.4536557947296036,0.9636008798724588,0.9518653677247972,0.7553861220166618,0.809820074111279,269,200
3,2862292,2289833,572459,1.1005032628847773,1.2595075490525507,0.9108747440476898,0.8850146233313165,0.46182610580588074,0.47395495392593157,255,200
4,560616,448492,112124,0.8883492200155068,0.9751036784936243,0.9210242453180435,0.9036057121011435,0.5424642510667029,0.5811622939028892,245,200
