feature_index,feature_name,description,category,importance_score
f330,stand_age,No description available,Unknown category,16711.193359375
f331,basal_area,No description available,Unknown category,10267.8076171875
f33,solar_hour_cos,No description available,Unknown category,9341.74609375
f41,mean_annual_precip,No description available,Unknown category,8788.140625
f329,silt_percentage,No description available,Unknown category,8481.40234375
f88,latitude_abs,No description available,Unknown category,4556.642578125
f68,ta_std_24h,No description available,Unknown category,4432.31884765625
f38,elevation,No description available,Unknown category,4300.05126953125
f89,aridity_index,No description available,Unknown category,4211.97705078125
f36,latitude,No description available,Unknown category,3620.571044921875
f327,clay_percentage,No description available,Unknown category,3445.79296875
f5,sw_in,No description available,Unknown category,3169.70751953125
f90,leaf_habit_code,No description available,Unknown category,3055.53515625
f37,longitude,No description available,Unknown category,2241.75439453125
f285,ppfd_in_lag_1h,No description available,Unknown category,2129.63671875
f317,igbp_class_code,No description available,Unknown category,1548.13623046875
f135,vpd_mean_3h,No description available,Unknown category,1521.3853759765625
f293,ta_rate_24h,No description available,Unknown category,1478.804931640625
f333,soil_depth,No description available,Unknown category,1420.333740234375
f47,leaf_area_index,No description available,Unknown category,1348.200927734375
f328,sand_percentage,No description available,Unknown category,1325.416748046875
f320,growth_condition_code,No description available,Unknown category,1097.59228515625
f225,ppfd_in_mean_3h,No description available,Unknown category,1064.368896484375
f97,igbp_code,No description available,Unknown category,990.9888305664062
f84,pl_leaf_area,No description available,Unknown category,954.7110595703125
f372,precip_rate_24h,No description available,Unknown category,871.9744873046875
f165,sw_in_mean_3h,No description available,Unknown category,848.6996459960938
f296,rh_rate_24h,No description available,Unknown category,795.8704223632812
f102,ta_min_720h,No description available,Unknown category,724.6251220703125
f100,ta_mean_720h,No description available,Unknown category,685.2302856445312
f45,vpd_ta_interaction,No description available,Unknown category,640.9521484375
f336,precip_mean_6h,No description available,Unknown category,639.4420776367188
f299,vpd_rate_24h,No description available,Unknown category,551.2481079101562
f98,social_status_code,No description available,Unknown category,548.0011596679688
f2,vpd,No description available,Unknown category,547.8092041015625
f17,month_cos,No description available,Unknown category,534.5509643554688
f334,precip_mean_3h,No description available,Unknown category,501.5577087402344
