cluster,total_sites,successful_folds,mean_test_r2,std_test_r2,mean_test_rmse,std_test_rmse,min_test_r2,max_test_r2
0,25,25,-0.038449936168778634,0.9104004429302943,4.762398713318456,2.270313866484383,-3.4849029913621985,0.6388921370321331
1,36,36,-5.5757930597725895,16.809358142951908,5.50833955573231,8.086352493904478,-98.08997731201724,0.6456549721936067
2,26,26,-10.462318204203369,41.433122214624284,6.989785595948151,3.89361411015248,-210.6238221908804,0.7083354282919897
