iteration,train_rmse,test_rmse,train_mae,test_mae,train_r2,test_r2,memory_usage,time_per_iteration
17,3.0629537462379117,3.08132658987423,1.5121196255948055,1.5128475182485035,0.6826739144380058,0.6819668483837015,26.785064697265625,58.30021333694458
18,3.0274184033082228,3.045669497052796,1.4888970017767893,1.4896405565795456,0.6899942207997756,0.6892848159704694,26.787586212158203,58.56222438812256
19,2.9901564757442003,3.0080759207760557,1.4614445528495248,1.4621603501791673,0.6975784542320828,0.6969079702230428,26.795867919921875,58.53250741958618
20,2.9606069419752403,2.978785812253864,1.4417219015307596,1.4424438330912364,0.7035261426973125,0.7027817427269079,26.798625946044922,58.78433179855347
21,2.934142062081155,2.952082355806885,1.4244224567605814,1.4250219917043059,0.7088028152303818,0.7080867099604671,26.798290252685547,58.636977672576904
22,2.9055377114326064,2.923044945754166,1.4010227804306818,1.4014360288223608,0.7144527838748098,0.7138011290109714,26.78128433227539,58.680180072784424
23,2.8805971118433344,2.8981006741114705,1.3857713952451205,1.3861639604255185,0.7193339130483698,0.718664934670575,26.79674530029297,59.08607792854309
24,2.8588454106197676,2.8759990581671406,1.3700380061447344,1.3702873228361145,0.7235565902013401,0.7229396307283316,26.788314819335938,58.49872064590454
25,2.8394780961265735,2.8563002015098364,1.3525510811421169,1.3527056581075427,0.7272894471161913,0.7267220247355272,26.785411834716797,58.661187410354614
26,2.8206344155224663,2.8374264765880324,1.3390825706170462,1.3392307924445201,0.7308970254923173,0.7303215997512897,26.787555694580078,59.139031648635864
27,2.807277002440751,2.823891440750015,1.3296288303496624,1.3297513536582113,0.7334397214852483,0.7328882923167033,26.806915283203125,59.013465881347656
28,2.78856547403231,2.8047630240805224,1.3185459238839992,1.3186513613239812,0.7369813225619927,0.7364947475974432,26.797115325927734,59.05985236167908
29,2.77230153899517,2.788568501606126,1.3089458993788399,1.3090474673989279,0.7400404181828446,0.7395288877332005,26.787353515625,59.126126527786255
30,2.755372836166865,2.7708879923107315,1.2980071772584807,1.2979223714042376,0.743205544271334,0.7428213744837094,26.79254913330078,59.612322092056274
31,2.742194513247229,2.7570273599140904,1.288689455007972,1.2885059280306346,0.7456560494220776,0.7453878748090769,26.786224365234375,59.26477098464966
32,2.727886506194196,2.7427815762697514,1.2803904991246555,1.2802228659844985,0.7483033168909317,0.7480122798271378,26.787830352783203,58.98173999786377
33,2.714621373692558,2.729169531725402,1.270961668002674,1.2706815882736993,0.7507452598750087,0.7505072338213059,26.785083770751953,59.68796443939209
34,2.70197943863618,2.7165522812471146,1.2622291571595468,1.2620081201144127,0.7530614026173779,0.7528087664152585,26.78792953491211,59.51297616958618
35,2.690876443729333,2.7054827517294457,1.2544568650173822,1.2542765097325195,0.7550866767432438,0.7548191937705142,26.79122543334961,59.212401151657104
36,2.679960291616848,2.6946150887149445,1.247723733957464,1.2475332064324496,0.7570697394385768,0.7567849728721847,26.785972595214844,59.41537642478943
37,2.6697710894301743,2.684266382001906,1.2405578382293583,1.2403245789735768,0.7589134683775678,0.758649527043457,26.78136444091797,59.723034620285034
38,2.661399367990709,2.675721235071783,1.2321830408676964,1.2318979795202456,0.7604230695110886,0.7601837208495342,26.784923553466797,59.943598985672
39,2.653003455656255,2.6672733341443102,1.226949581950276,1.2266756311465878,0.7619322711976111,0.7616956466578058,26.787540435791016,59.43558096885681
40,2.6475520858704105,2.6617663008304606,1.22385135411841,1.2235580128244086,0.7629096251751161,0.7626786692298202,26.79846954345703,59.93664050102234
41,2.6372562679238225,2.651533398765441,1.216524706514702,1.2162279005004328,0.7647500369556068,0.764499879674442,26.787967681884766,60.20478558540344
42,2.6326853417683216,2.6470843759830784,1.2136121089271554,1.2133283570798772,0.7655648067205807,0.7652895105625808,26.787757873535156,59.653236627578735
43,2.625981770209924,2.6402482304031643,1.209093697908629,1.2088124122335921,0.7667571651141754,0.7665002334824615,26.790916442871094,59.99308514595032
44,2.6228765506168013,2.6371662145232886,1.2063809466019881,1.2061569444770956,0.7673084576478384,0.767045053579647,26.784900665283203,59.77060794830322
45,2.6174269661675473,2.6317278829530704,1.202682447587633,1.20246420877876,0.7682743855863226,0.7680048566519627,26.787128448486328,59.82084012031555
46,2.610377160660416,2.624481944136796,1.1978979936937508,1.1977047434024701,0.7695209689603919,0.7692806026438137,26.78240966796875,60.441750049591064
47,2.603361463192672,2.6175468886094015,1.1921097362881548,1.1919185644588324,0.7707581835441584,0.7704983197688571,26.782669067382812,60.33136343955994
48,2.6000074118911787,2.6141110658664943,1.1898911273016686,1.189684836204813,0.7713484922492594,0.7711004172126452,26.785449981689453,60.075446128845215
49,2.596716557322208,2.6109930543024285,1.1866973233103997,1.1864956992792968,0.7719269388632141,0.7716461370462742,26.78545379638672,60.429489612579346
50,2.594135560963833,2.6084388478907585,1.1840507471342157,1.183871216708356,0.7723800980272109,0.7720926934513097,26.78519058227539,60.52587366104126
51,2.5896180146092003,2.603780394007227,1.1807430081579313,1.1805557511592584,0.7731721831226678,0.7729060131606224,26.783069610595703,60.26164197921753
52,2.5869436233708827,2.601197791910058,1.178996564890746,1.1788250708708197,0.7736404477646903,0.7733562833918927,26.794605255126953,59.768067836761475
53,2.5837397512673417,2.598012558325711,1.1765058895255311,1.1763348761376424,0.7742007831454856,0.7739110057496982,26.787796020507812,60.639902114868164
54,2.580077122574208,2.5944172293065835,1.1740673189037352,1.1739328604180221,0.7748405011088593,0.7745363313401676,26.789142608642578,60.388519287109375
55,2.576861824123639,2.5909445950199648,1.1719563578876295,1.1718243495224026,0.7754013401384088,0.7751394947194868,26.787872314453125,60.47543168067932
56,2.5747038287984463,2.588915898392051,1.1700884114674688,1.1700056184346332,0.7757773632795048,0.7754914862279674,26.79034423828125,60.65488338470459
57,2.568953178068321,2.583124557927999,1.166299135093777,1.1661993918468083,0.7767778558942331,0.7764948027066754,26.787555694580078,60.703572511672974
58,2.5660956758234197,2.5802149359833457,1.1647799370417908,1.1646809264461317,0.7772741694976077,0.7769980300771071,26.784988403320312,60.896092653274536
59,2.5635021950963828,2.5777451255978563,1.1627107922816289,1.1626356941046068,0.7777241473257092,0.7774247456484226,26.799461364746094,60.391533613204956
60,2.5608086969118466,2.574969209589621,1.1612612675392697,1.1612203340899052,0.7781909971331368,0.7779038601710864,26.78778076171875,60.581162452697754
61,2.554774475486839,2.5690838131400837,1.1587662828299539,1.158737974376174,0.779235095115156,0.7789179538682915,26.786975860595703,61.42830991744995
62,2.551064967365295,2.5654797194386614,1.1559758668493703,1.1559636921711631,0.7798757267034376,0.7795378180196615,26.787982940673828,61.060667514801025
63,2.5458616464495534,2.5603214607977955,1.1526048135939935,1.152611249401068,0.7807727710875616,0.7804234674747728,26.788654327392578,61.082075357437134
64,2.542721525275852,2.557023552003108,1.150819698733575,1.150899795919145,0.7813132367109247,0.7809887691234811,26.787761688232422,60.924591064453125
65,2.540134476838063,2.554524416962098,1.1487411575638995,1.148848522611667,0.7817580085916915,0.7814166658676992,26.785511016845703,60.99925446510315
66,2.5369956779665355,2.5512573750623635,1.1463203015838217,1.146383611927993,0.7822970307922997,0.7819754112392341,26.801807403564453,61.21779465675354
67,2.534356407565327,2.548711112897236,1.1451876893690627,1.1452477116439956,0.7827497537737673,0.7824103894882387,26.787982940673828,61.137810707092285
68,2.532762372137332,2.547262197833679,1.144245075777011,1.1443284648450358,0.7830229558591388,0.7826577137132122,26.78744888305664,61.06074619293213
69,2.5289521905763923,2.543706329442571,1.1419356574747859,1.1420777713651737,0.7836752872649125,0.7832640912468167,26.78729248046875,61.82346820831299
70,2.526298538133369,2.5411365564509265,1.140310677829965,1.140484340261708,0.7841290319918969,0.7837017840172689,26.787769317626953,61.37802600860596
71,2.5228436480138052,2.5381133788586983,1.1378966458282322,1.138098983078046,0.7847190656979971,0.7842161355768168,26.790271759033203,61.434587478637695
72,2.520868213152349,2.5361682580649267,1.1365594923617497,1.1367900844731575,0.785056071864783,0.7845467473728065,26.78784942626953,61.190062522888184
73,2.5169421656261246,2.5316027242067074,1.1345791296206023,1.1347427022798366,0.7857250658940433,0.7853217540820713,26.788257598876953,61.65901827812195
74,2.515589591227548,2.530516544140474,1.133688517953544,1.1339119789438965,0.7859553014692835,0.7855059290182048,26.787918090820312,61.67299723625183
75,2.5113078857652864,2.5263806054495124,1.1310542727343615,1.1313141311993995,0.7866833187017443,0.7862065048669178,26.795867919921875,62.166704177856445
76,2.506510864678915,2.5217530631919347,1.1282657302029109,1.1285641466610767,0.7874974820078192,0.7869889938670195,26.789058685302734,61.69755411148071
77,2.50466646745404,2.520078798741332,1.127140627131383,1.1274951888087699,0.7878101037671276,0.7872717480945841,26.793350219726562,61.66506791114807
78,2.501567433063935,2.5172640806572675,1.1248736228077059,1.1252678263357443,0.7883348658844174,0.7877466822428338,26.794395446777344,62.12382459640503
79,2.4979660238203083,2.5137714223579164,1.1229183861177592,1.1233634563814845,0.7889438792694454,0.7883352689144392,26.795581817626953,61.95909595489502
80,2.493735979919141,2.509838525725488,1.1210099072121242,1.1214679526511346,0.7896580768866728,0.7889970670770052,26.79507827758789,61.92166590690613
81,2.4921498473501336,2.5081389839351114,1.120343954787284,1.120815805308727,0.7899255664880865,0.7892827322020801,26.792652130126953,61.942625522613525
82,2.4885391435456263,2.504652230981291,1.1181815288869748,1.1187290469884,0.7905338501203211,0.7898681927227025,26.792003631591797,61.945005655288696
83,2.4861358268282716,2.5022110372793915,1.1169660983941943,1.1175693585746103,0.7909382401831664,0.7902776088199721,26.795841217041016,61.99144625663757
84,2.4838852678487133,2.4999756632636356,1.115898339614615,1.1165120377098023,0.7913165725990008,0.7906521567333887,26.795833587646484,62.16833209991455
85,2.4800082616123547,2.496169279446222,1.1139707868371564,1.1145882237598022,0.7919675169372119,0.7912891640233339,26.792522430419922,62.227556228637695
86,2.4773185524808654,2.493618996567254,1.1120303138468584,1.1127029857014399,0.7924185182529917,0.7917154169351938,26.79570770263672,62.357691049575806
87,2.474978334011896,2.4913504421908685,1.1107240009685038,1.11143003693774,0.7928105200214358,0.7920942157844286,26.80719757080078,62.403867959976196
88,2.47332022286739,2.489748510885101,1.108893675188447,1.1096110932180303,0.7930880400667402,0.7923614954844423,26.795963287353516,62.53011703491211
89,2.469845244468512,2.4862963970011522,1.1073142913842386,1.108052425614867,0.7936690480988847,0.7929368907215827,26.79343032836914,62.42316269874573
90,2.4667649944791186,2.4833097895528575,1.105682858037623,1.106417164778222,0.7941833755780168,0.7934340517988161,26.795394897460938,62.90006756782532
91,2.4639187695623006,2.4804930472129523,1.104104313122147,1.1048612024391236,0.7946580559734158,0.7939023889350103,26.793033599853516,62.804543256759644
92,2.46163243146529,2.478295849639383,1.1030960635903622,1.1038706849324533,0.7950389640085319,0.7942673457462428,26.794612884521484,62.51223540306091
93,2.4594886879685744,2.4762141635802926,1.1016822311585341,1.1024854077003097,0.7953957943367339,0.7946128179116578,26.795230865478516,63.06248664855957
94,2.4586494638746155,2.475432936476142,1.100809867338278,1.1016337950134625,0.7955354002374293,0.7947423936264126,26.793174743652344,62.78547167778015
95,2.4565921780495255,2.473262938753508,1.0992597268119544,1.1000580187155329,0.7958774303981159,0.7951020990477323,26.793434143066406,63.14522647857666
96,2.4526716864551465,2.4694707512470586,1.0965253089407576,1.0973690405948533,0.7965284315318946,0.7957299460859503,26.793285369873047,63.42297697067261
97,2.451105278628895,2.467888278769843,1.0958543273947094,1.0967342364009536,0.7967882442914709,0.7959916607355053,26.795604705810547,63.075589656829834
98,2.4472522489260884,2.464356409839956,1.0940160428479753,1.0949241927263835,0.7974266220777512,0.7965751678134483,26.795795440673828,62.97591757774353
99,2.443625291353488,2.460544640403685,1.092406080075119,1.093301505045295,0.7980266260487446,0.7972039801943311,26.795536041259766,63.26300597190857
100,2.442810125997847,2.4597689561690212,1.0918085252425347,1.0927158645429986,0.7981613556049036,0.7973318226257335,26.795730590820312,62.90368461608887
101,2.4414838748705314,2.4585908736403774,1.0910461586372036,1.0920006833128935,0.7983804608123826,0.7975259080070158,26.793258666992188,63.49209523200989
102,2.439976323438365,2.457044552542452,1.0899462271864984,1.0909282893245154,0.7986293732658032,0.7977805183220844,26.800140380859375,63.553526639938354
103,2.4381043324829803,2.4552905509788467,1.0878896481678701,1.088904798221934,0.7989382445877793,0.7980691309878114,26.795543670654297,63.86500072479248
104,2.437569772306716,2.454778847543145,1.0874350886024517,1.0884663273063555,0.7990264015816854,0.798153290246477,26.797130584716797,63.47953224182129
105,2.435655147952176,2.4529659446667718,1.086252690606708,1.0873138937835058,0.7993419926705501,0.7984513159774154,26.794071197509766,63.66436505317688
106,2.434276885853785,2.4516224502267225,1.0851430499116492,1.0861993673113546,0.7995690208365033,0.7986720324430397,26.807811737060547,63.790212631225586
107,2.431940032355405,2.449419947777158,1.0838057082369443,1.084909443965026,0.7999536549947326,0.7990336102285011,26.795536041259766,63.7381227016449
108,2.4295212508835013,2.4470999722381217,1.0828262116308032,1.0839783337775428,0.8003513849218616,0.7994141219144799,26.7960205078125,64.06516480445862
109,2.428639702389316,2.4462199026425298,1.0818944330521099,1.0830493773139216,0.8004962430788674,0.799558372708278,26.794967651367188,63.783040046691895
110,2.426048670478403,2.4436996009960823,1.0805441479108138,1.0817393210426114,0.8009217035043132,0.7999711832147286,26.79275894165039,63.84191179275513
111,2.423528047252702,2.4414213697708327,1.0791948370920335,1.0804396234967555,0.8013351664312357,0.8003439785723201,26.79561996459961,63.76391243934631
112,2.422437362298487,2.4403716483033713,1.0781918414063425,1.0794600969463228,0.8015139404610954,0.8005156309931943,26.801860809326172,63.680657386779785
113,2.4211614962103556,2.4391591555837384,1.0771241218745036,1.0783913129863925,0.8017229653855121,0.800713808221311,26.79556655883789,64.36648178100586
114,2.418711727826398,2.4371472888409125,1.0761821291837912,1.0774830303143115,0.8021240019533165,0.8010424233522282,26.793212890625,63.97174525260925
115,2.417389301362495,2.4358485759073325,1.0745164915228165,1.0758538778100886,0.8023403194824897,0.8012544086552498,26.79367446899414,64.39643335342407
116,2.4157992825658825,2.4343421700879175,1.0737008036909987,1.0750653109513473,0.8026002522238926,0.8015001538148443,26.79296112060547,64.66270613670349
117,2.414990067106584,2.4335226633215377,1.0732717565475869,1.074642581504208,0.8027324753236633,0.8016337787982831,26.795692443847656,64.14023184776306
118,2.4138602159678553,2.4324027620599513,1.0724865234885526,1.0738614444716237,0.8029170149831739,0.8018163122681192,26.794029235839844,64.42369318008423
119,2.4107747361037686,2.429392860133887,1.0703404717664118,1.0717210259869656,0.8034205295606749,0.8023064813727337,26.792449951171875,64.63681149482727
120,2.408482090263779,2.4269268083399087,1.06942040737947,1.070816164177608,0.8037942457899859,0.8027076311639455,26.792800903320312,64.68191599845886
121,2.405859988885768,2.424374135000459,1.0681664854667414,1.0695935717388345,0.8042212295174596,0.8031224421092045,26.79729461669922,64.52672004699707
122,2.404508987803557,2.4232375437920792,1.0675728329551257,1.0690452096299974,0.8044410454467261,0.803306998531163,26.792999267578125,64.67412400245667
123,2.401779994747856,2.420696398040773,1.0663974773942764,1.06787353013177,0.8048846920716177,0.8037193092945589,26.793018341064453,64.50356912612915
124,2.400618415704271,2.419551021334851,1.0657567004504305,1.0672303181639522,0.8050733746672578,0.8039050095478566,26.795120239257812,64.74376726150513
125,2.3986359942545286,2.417667694868893,1.0642741111947516,1.065775738128605,0.805395181046828,0.8042101631239671,26.795108795166016,65.19191861152649
126,2.3975696957852857,2.416612664996302,1.0636198981559304,1.065118942477706,0.8055681631368968,0.804381004744322,26.795806884765625,65.08894610404968
127,2.3950447573847864,2.4141461428656417,1.0617454943616316,1.0632458320718419,0.8059774693213348,0.8047801190074511,26.795677185058594,65.37169647216797
128,2.3935135426986207,2.412656385197429,1.060854680333657,1.0623818678123051,0.8062254773463092,0.8050209830913675,26.80551528930664,65.06779026985168
129,2.391692117759267,2.410934900278895,1.059961673806489,1.0615290477352166,0.8065202837215162,0.8052991277624817,26.793903350830078,65.2668309211731
130,2.390327852380825,2.4096009378265313,1.0591438645034335,1.0607081372748033,0.8067409495317093,0.8055145228961134,26.79552459716797,65.20222210884094
131,2.389930418583451,2.4092328158213685,1.058731827243319,1.0603249402289465,0.8068052096079168,0.8055739424768307,26.80130386352539,65.04326558113098
132,2.3880479828053573,2.4076217912923727,1.0578435317587491,1.0594890807849264,0.8071094306162602,0.8058338763490607,26.79798126220703,65.43808770179749
133,2.3870441039103976,2.406648411368486,1.0567105599786943,1.0583664789797793,0.8072715698016997,0.8059908439126757,26.793651580810547,65.21815538406372
134,2.386285019754518,2.405910724234971,1.055508431460887,1.057168438624185,0.8073941262691966,0.8061097609495204,26.804927825927734,65.43801546096802
135,2.3842763380682057,2.403936014875949,1.05447474319002,1.056160372802212,0.8077182460314405,0.8064279108364519,26.799766540527344,65.36492705345154
136,2.3833504274275397,2.4029949902238292,1.0533899348406397,1.0550948885258185,0.8078675584676749,0.8065794293616734,26.815601348876953,65.6022572517395
137,2.382132613186046,2.4018544441787575,1.0525803416944335,1.054283069725079,0.8080638551387264,0.8067629940679459,26.798168182373047,65.54723858833313
138,2.38032383340779,2.4003394831195366,1.0519209834698964,1.053650559543061,0.808355222979182,0.8070066842087975,26.804935455322266,65.5591492652893
139,2.3777610358583305,2.397928812644775,1.0504587213449124,1.0522276601391152,0.8087676730893121,0.8073941377085251,26.79532241821289,65.80582022666931
140,2.376437414814614,2.3966843580273727,1.0499105706202843,1.0517074660480912,0.8089805191988597,0.8075939992989125,26.795955657958984,65.95126295089722
141,2.3757863837601603,2.396085942441858,1.0495297049501648,1.0513545938594944,0.8090851655219375,0.8076900691307535,26.79665756225586,65.53034019470215
142,2.374557734465976,2.394876273763169,1.0483574481151767,1.050176940097934,0.8092825795279875,0.8078841960809964,26.792877197265625,66.12020897865295
143,2.3728890139680674,2.3932214201883264,1.0473599366957442,1.0492238984971227,0.8095505386684396,0.808149607459171,26.789905548095703,66.33809089660645
144,2.37012462516027,2.390479723416842,1.0465681343684865,1.0484400054729024,0.8099940230800027,0.8085889268288955,26.814769744873047,66.02258825302124
145,2.36820433160332,2.388644349748365,1.0455146387073058,1.0474244355767572,0.810301787081596,0.8088827389440294,26.795177459716797,66.19955778121948
146,2.366627910198472,2.3870993745078,1.0441930856001336,1.0461313073343097,0.8105542523753144,0.8091298881934034,26.797130584716797,66.71286606788635
147,2.365521283553878,2.3860947468676827,1.0436786655303416,1.0456363045422379,0.8107313792788562,0.8092905126313834,26.789623260498047,66.24223780632019
148,2.363240592625645,2.3837399120960394,1.042361173330764,1.04434784055285,0.8110961658030444,0.8096667487719023,26.795753479003906,66.57858538627625
149,2.3619069724536694,2.3825530008276936,1.0417971908480919,1.043821623330726,0.8113093094950206,0.8098562430357105,26.795326232910156,66.41868805885315
150,2.359962083526385,2.381068162188947,1.0411316330054028,1.0431935836828234,0.8116199325302117,0.8100931694022306,26.79125213623047,66.6878924369812
151,2.3591256497551027,2.3802690706307206,1.0405305920927543,1.0425979650377488,0.8117534426433891,0.810220614359155,26.79330825805664,66.73361277580261
152,2.3577313186938427,2.37889845511541,1.0399780123674356,1.0420648127375474,0.8119758984074784,0.8104391102947215,26.795127868652344,66.2969262599945
153,2.3557897239608816,2.377085593079948,1.039373208836772,1.041470647926405,0.8122854469358003,0.8107279135977584,26.793930053710938,66.58922696113586
154,2.3548194507068225,2.376151106054164,1.0389310916246837,1.0410290700257219,0.8124400421728083,0.8108766989854714,26.795562744140625,66.37218976020813
155,2.3521413047433066,2.3734241564584595,1.0377076524132038,1.0398352199712362,0.8128664250925173,0.8113105379900374,26.791118621826172,67.28909873962402
156,2.3509548967147764,2.3722843220977206,1.0370447054616965,1.0391747954049022,0.8130551558227492,0.811491730471079,26.79342269897461,66.70612454414368
157,2.346747698970274,2.3679630192335734,1.03577905513742,1.0379104489158582,0.8137236588288105,0.8121778699648493,26.795795440673828,67.11534380912781
158,2.3447954543126532,2.3668043239121834,1.0352247995979134,1.0373835473227448,0.814033454235704,0.8123616361009524,26.79283905029297,67.22809267044067
159,2.342807264534857,2.3648867551145636,1.0345508617281716,1.0367449638877284,0.8143486885810339,0.8126655596574719,26.789779663085938,67.16115951538086
160,2.341417827381821,2.363472400184701,1.0340830750878587,1.0362620668054914,0.8145688298966794,0.8128895685625006,26.793010711669922,67.05945563316345
161,2.3405805393397903,2.3626992847203554,1.0336768187660053,1.0358836347588043,0.8147014259836688,0.8130119602592025,26.7913818359375,67.34974598884583
162,2.340050529894945,2.3622244551618667,1.033393602266816,1.0356209568262478,0.8147853359823063,0.8130871099634867,26.795196533203125,67.17698788642883
163,2.339545991963215,2.3617456879040652,1.0325021220497117,1.0347279620969614,0.8148651954950135,0.8131628679606634,26.793418884277344,67.58252000808716
164,2.337498954163076,2.3600039938797117,1.031550347030896,1.0337772252026922,0.8151890293727033,0.8134383363407426,26.79330062866211,67.45522928237915
165,2.336909642123113,2.359517566222718,1.031304696688637,1.0335479094993467,0.8152822039011286,0.8135152340878804,26.795650482177734,67.65784239768982
166,2.334824622096913,2.357599350391181,1.030242602869778,1.032520272041074,0.8156116718165638,0.8138183236048107,26.795799255371094,67.73744797706604
167,2.333580777699719,2.356532799300596,1.0295450952777971,1.0318340801258787,0.8158080799507665,0.8139867385156261,26.7957763671875,67.36716747283936
168,2.332261538842215,2.3552413606085274,1.0289045734223832,1.0311969333574516,0.8160162788347948,0.8141905623733178,26.792957305908203,67.66931319236755
169,2.3315632071098715,2.3545536820017294,1.0281980835916602,1.030500403493761,0.8161264401097972,0.8142990512318884,26.79515838623047,67.87984490394592
170,2.3307203495644973,2.353751629244354,1.027369561987811,1.029687781702082,0.8162593563233089,0.8144255434988344,26.80327606201172,67.40918302536011
171,2.3278358427198222,2.350910763509483,1.026560210510972,1.0288972519326582,0.8167138709151873,0.814873232269129,26.795642852783203,67.84763097763062
172,2.3269515457145236,2.350082803412757,1.0261712797304492,1.028528601941422,0.8168530976146151,0.8150036077684683,26.793575286865234,67.82012796401978
173,2.325374075365598,2.3484343410802557,1.0255235686867858,1.0278829447894688,0.8171013287019244,0.8152630477631484,26.79566192626953,67.47799181938171
174,2.324398538289083,2.3475119497080486,1.0249152347951174,1.0272939725806902,0.8172547553116709,0.815408137017877,26.79566192626953,67.82794976234436
175,2.3237107894840805,2.346863978717781,1.0243814005281364,1.0267746766067347,0.8173628814489396,0.8155100266671873,26.795673370361328,67.99033236503601
176,2.3216715871090408,2.3449946180273513,1.0238393302234874,1.026276985780057,0.817683291897823,0.8158038152450571,26.79571533203125,68.03211832046509
177,2.3204657061537466,2.343845864091842,1.0233498482165386,1.0258117761200036,0.817872634089772,0.8159842373416443,26.795738220214844,67.88013648986816
178,2.318751169080789,2.3420810706683475,1.0227066787656627,1.025166742763168,0.8181416740692353,0.8162612415599309,26.814720153808594,67.95967555046082
179,2.316853439607518,2.3400429630473827,1.0215363881055075,1.024003842380195,0.8184392276094089,0.8165808856636529,26.79574203491211,68.5039267539978
180,2.3159479816335313,2.3391724796826616,1.0210363115024823,1.0235329088347611,0.8185811128935763,0.816717322219629,26.79336929321289,68.07244729995728
181,2.3144931013206107,2.3377049993950663,1.0201889785733367,1.022687487280747,0.8188089762474697,0.8169472150065116,26.793445587158203,68.15316414833069
182,2.313602552922562,2.336892695823636,1.019836241570883,1.0223588385123268,0.8189483833627749,0.8170744068490098,26.789913177490234,68.57164812088013
183,2.3118882237839995,2.3353550641393257,1.0190291497826443,1.02160904663954,0.8192165944722191,0.8173150508687905,26.789535522460938,68.77275943756104
184,2.3114720129578674,2.3349664986619496,1.0183379834081177,1.0209278652992029,0.8192816817614496,0.8173758373913489,26.793296813964844,68.60916256904602
185,2.30911247666289,2.333346890470726,1.0177387472641128,1.0203523392580762,0.8196504457624114,0.8176290977157401,26.794631958007812,68.8940680027008
186,2.3081232516867702,2.332334596811322,1.0173051395023758,1.0199318446133705,0.8198049362890615,0.8177873018111746,26.79375457763672,68.24937796592712
187,2.30719046598069,2.3314713142266577,1.0166578273235063,1.019303006181196,0.8199505519623893,0.8179221643554713,26.795806884765625,68.82034301757812
188,2.3057919623873797,2.3301147054671394,1.0153000626395603,1.0179738369209337,0.8201687597635849,0.8181339931799694,26.79342269897461,69.02327466011047
189,2.3037983659829795,2.32871849508532,1.0148651660529726,1.0176089792855019,0.8204795909427761,0.8183518769615616,26.791946411132812,68.70174622535706
190,2.3018941553981627,2.327192572036554,1.0143815182590024,1.0171589539625416,0.8207762343791112,0.8185898535766684,26.792091369628906,69.63327836990356
191,2.3011112841622534,2.326328491479027,1.013812219565559,1.0165937398243272,0.8208981212320903,0.8187245429296971,26.794113159179688,69.12935090065002
192,2.299443975193589,2.32477968490682,1.0131092261379189,1.0159364389567576,0.821157569670214,0.8189658391471699,26.79376983642578,69.0077452659607
193,2.298089866640198,2.323422538204644,1.0121162964791586,1.0149750220503921,0.8213681430221015,0.8191771436033359,26.79816436767578,69.47393131256104
194,2.2970148212766865,2.322310377780352,1.0116216325499472,1.014485740483922,0.821535231717571,0.8193502123257497,26.79007339477539,69.6289975643158
195,2.295943553271863,2.321314168344292,1.0106745290208783,1.0135596888554175,0.8217016556859373,0.8195051669784715,26.793540954589844,69.59359216690063
196,2.2949699895208426,2.320360303094049,1.0099917545947485,1.0128712082483065,0.8218528335143308,0.8196534730020035,26.79265594482422,69.64572501182556
