feature_index,feature_name,description,category,importance_score
f7,ext_rad,No description available,Unknown category,124019.953125
f24,pl_bark_thick,No description available,Unknown category,57890.60546875
f15,tree_density,No description available,Unknown category,40460.33203125
f25,pl_sapw_area,No description available,Unknown category,36221.62890625
f17,leaf_area_index,No description available,Unknown category,31675.583984375
f28,aridity_index,No description available,Unknown category,22859.58984375
f43,species_functional_group_code,No description available,Unknown category,20679.150390625
f16,stand_height,No description available,Unknown category,20444.15234375
f47,silt_percentage,No description available,Unknown category,20059.529296875
f27,latitude_abs,No description available,Unknown category,19353.60546875
f31,igbp_code,No description available,Unknown category,16747.189453125
f0,ta,No description available,Unknown category,16006.71484375
f21,pl_dbh,No description available,Unknown category,14151.4326171875
f12,mean_annual_precip,No description available,Unknown category,12208.4130859375
f42,tree_age_class_code,No description available,Unknown category,12008.41796875
f38,terrain_code,No description available,Unknown category,10831.4482421875
f11,mean_annual_temp,No description available,Unknown category,9412.318359375
f26,pl_sapw_depth,No description available,Unknown category,8836.9140625
f14,basal_area,No description available,Unknown category,7854.396484375
f41,tree_size_class_code,No description available,Unknown category,7157.97900390625
f8,latitude,No description available,Unknown category,6838.95458984375
f37,soil_texture_code,No description available,Unknown category,6581.7841796875
f13,stand_age,No description available,Unknown category,6271.31787109375
f32,social_status_code,No description available,Unknown category,5924.865234375
f45,clay_percentage,No description available,Unknown category,5739.4892578125
f1,rh,No description available,Unknown category,5713.26220703125
f46,sand_percentage,No description available,Unknown category,5056.0927734375
f2,vpd,No description available,Unknown category,4744.35498046875
f19,n_trees,No description available,Unknown category,4650.2392578125
f22,pl_height,No description available,Unknown category,4556.4580078125
f40,pl_social_code,No description available,Unknown category,4504.22998046875
f34,tree_volume_index,No description available,Unknown category,4106.421875
f18,soil_depth,No description available,Unknown category,3524.308837890625
f9,longitude,No description available,Unknown category,3312.0869140625
f30,biome_code,No description available,Unknown category,3196.0751953125
f4,ppfd_in,No description available,Unknown category,2602.278076171875
f23,pl_leaf_area,No description available,Unknown category,2489.42431640625
f29,leaf_habit_code,No description available,Unknown category,2194.996337890625
f39,growth_condition_code,No description available,Unknown category,2001.4105224609375
f10,elevation,No description available,Unknown category,1978.672607421875
f20,pl_age,No description available,Unknown category,1601.7855224609375
f44,swc_shallow,No description available,Unknown category,1178.9932861328125
f3,sw_in,No description available,Unknown category,1052.0115966796875
f33,sapwood_leaf_ratio,No description available,Unknown category,759.4208984375
f5,ws,No description available,Unknown category,506.05010986328125
f6,precip,No description available,Unknown category,404.7170715332031
f36,igbp_class_code,No description available,Unknown category,239.7314453125
