cluster,total_rows,train_samples,test_samples,train_rmse,test_rmse,train_r2,test_r2,train_mae,test_mae,feature_count,best_iteration
0,2036167,1628933,407234,2.2011251848218154,2.350564487652502,0.920020258054356,0.9082095450739915,1.0867152057452685,1.1229820167500357,78,200
1,4980980,3984784,996196,1.117917145400884,1.2708236302513876,0.8926241438535915,0.863743200830631,0.5160274678292314,0.5332394869725804,78,200
2,4707375,3765900,941475,6.288383435340454,11.606918963915192,0.9557444632036238,-1.9752551829014382,1.697232888953278,1.7170311655388135,78,200
