feature_index,feature_name,description,category,importance_score
f13,stand_age,No description available,Unknown category,748557.625
f40,species_functional_group_code,No description available,Unknown category,159912.78125
f11,mean_annual_temp,No description available,Unknown category,62299.078125
f31,tree_volume_index,No description available,Unknown category,19838.162109375
f45,basal_area,No description available,Unknown category,15588.1064453125
f9,longitude,No description available,Unknown category,11309.2265625
f29,social_status_code,No description available,Unknown category,11187.259765625
f7,ext_rad,No description available,Unknown category,9841.4296875
f24,latitude_abs,No description available,Unknown category,8534.447265625
f8,latitude,No description available,Unknown category,7626.2314453125
f23,pl_sapw_depth,No description available,Unknown category,7429.1806640625
f22,pl_sapw_area,No description available,Unknown category,7105.06494140625
f47,leaf_area_index,No description available,Unknown category,7080.51123046875
f2,vpd,No description available,Unknown category,5280.08837890625
f18,pl_dbh,No description available,Unknown category,4690.51904296875
f46,tree_density,No description available,Unknown category,4467.73681640625
f21,pl_bark_thick,No description available,Unknown category,4281.6572265625
f1,rh,No description available,Unknown category,3575.5361328125
f10,elevation,No description available,Unknown category,3027.08251953125
f12,mean_annual_precip,No description available,Unknown category,2949.476318359375
f3,sw_in,No description available,Unknown category,2454.567138671875
f16,n_trees,No description available,Unknown category,2081.68212890625
f30,sapwood_leaf_ratio,No description available,Unknown category,2055.082275390625
f25,aridity_index_legacy,No description available,Unknown category,1823.2930908203125
f5,precip,No description available,Unknown category,1597.6241455078125
f28,igbp_code,No description available,Unknown category,1529.7625732421875
f6,ppfd_in,No description available,Unknown category,1411.8465576171875
f20,pl_leaf_area,No description available,Unknown category,959.4232177734375
f0,ta,No description available,Unknown category,941.1113891601562
f38,tree_size_class_code,No description available,Unknown category,919.4778442382812
f17,pl_age,No description available,Unknown category,850.1173095703125
f4,ws,No description available,Unknown category,641.5250854492188
f33,igbp_class_code,No description available,Unknown category,624.5759887695312
f15,soil_depth,No description available,Unknown category,473.720947265625
f41,swc_shallow,No description available,Unknown category,434.80169677734375
f19,pl_height,No description available,Unknown category,416.9822082519531
f37,pl_social_code,No description available,Unknown category,400.6300354003906
f14,stand_height,No description available,Unknown category,240.21751403808594
f48,swc_deep,No description available,Unknown category,220.56849670410156
f27,biome_code,No description available,Unknown category,213.25225830078125
f34,soil_texture_code,No description available,Unknown category,92.79464721679688
