cluster,total_rows,train_samples,test_samples,train_rmse,test_rmse,train_r2,test_r2,train_mae,test_mae,feature_count,best_iteration
0,1017118,813694,203424,1.52604680704341,1.7120198166820007,0.9038448113616987,0.8788328478551861,0.7986003842281937,0.8535172433253466,49,200
1,9001179,7200943,1800236,21.17700119148859,3.3343098780021623,0.05431203228550363,0.6355869767351798,1.400303444438303,1.4006511394105858,49,200
2,1706225,1364980,341245,2.7046686202750334,2.9021440316066447,0.8945079464215411,0.8776996429164234,1.2700920993559113,1.3147107276784684,49,200
