cluster,total_rows,train_samples,test_samples,train_rmse,test_rmse,train_r2,test_r2,train_mae,test_mae,feature_count,best_iteration
0,1001067,800853,200214,1.7068555755939279,1.8491282840374588,0.9315736870499427,0.9195352405891937,0.9648608807598638,1.0239765494764468,78,200
1,9173394,7338715,1834679,3.632336356942785,2.586726310008683,0.9715058832727841,0.7594563569232293,1.1078517644694121,1.1191538287903324,78,200
2,1550061,1240048,310013,2.338578549905833,2.566704075814812,0.9269229829223989,0.9120544169427982,1.1783433210973322,1.2319481981923353,78,200
