site,cluster,cluster_method,longitude,latitude,latitude_abs,mean_annual_temp,mean_annual_precip,aridity_index,elevation,seasonal_temp_range,seasonal_precip_range,temp_precip_ratio,seasonality_index,climate_continentality,elevation_latitude_ratio,aridity_seasonality,temp_elevation_ratio,precip_latitude_ratio,tree_volume_index,stand_age,n_trees,tree_density,basal_area,stand_height,tree_size_class_code,sapwood_leaf_ratio,pl_dbh,pl_age,pl_height,pl_leaf_area,pl_sapw_depth,pl_sapw_area,climate_zone_code_0,climate_zone_code_1,climate_zone_code_2,biome_code_11.0,biome_code_15.0,igbp_class_code_1,igbp_class_code_2,igbp_class_code_3,igbp_class_code_4,igbp_class_code_5,igbp_class_code_8,igbp_class_code_9,igbp_class_code_11,leaf_habit_code_1.0,leaf_habit_code_3.0,soil_texture_code_1.0,soil_texture_code_2.0,soil_texture_code_3.0,soil_texture_code_4.0,soil_texture_code_6.0,soil_texture_code_7.0,soil_texture_code_8.0,soil_texture_code_9.0,soil_texture_code_12.0,terrain_code_1.0,terrain_code_2.0,species_functional_group_code_0,species_functional_group_code_1,species_functional_group_code_2,species_functional_group_code_3,species_functional_group_code_4,koppen_geiger_code_encoded_0
ESP_TIL_MIX,0,kmeans_minmax_3,1.0144288,41.33262995,41.33262995,10.483546437312134,651.2747274910893,31.795017990866526,1018.0,16.565150469588772,0.047380836938684175,0.01607228671519448,0.8284712927589577,0.391309268740313,24.04764365460833,26.34125965818751,17.100546437312133,15.38469800388788,18492.115,100.0,22,3412.0,51.55,14.2,2.0,22.016383921332107,40.1,40.0,11.5,19.53,3.77,429.98,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
ESP_VAL_BAR,2,kmeans_minmax_3,1.82048611111111,42.2029333333333,42.2029333333333,9.332544427328177,602.8374693645555,31.182520833232594,1102.0,12.972301137058414,0.026986747559652923,0.015455391393894817,0.3076456744384232,0.30026436022226327,25.5075272666671,9.593167652430024,16.495544427328177,13.953623581837562,4976.639999999999,70.0,12,987.0,32.8,10.6,1.0,4.233462380013305,19.2,40.0,13.5,22.3503252651941,1.93830942066879,94.6192654247225,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True
ESP_VAL_SOR,0,kmeans_minmax_3,1.8135611,42.19605278,42.19605278,8.503677064013853,622.8961375657409,33.66337055120552,1257.0,15.492297878465646,0.02662558685446009,0.013629956257130711,0.6701455394583692,0.35865077666630363,29.099881102608467,22.5593576180246,16.674177064013854,14.420209659854502,1768.9,50.0,13,2165.0,44.7,11.0,1.0,13.914176161234975,13.3,53.0,10.0,8.2171665568,4.65,114.3351169317,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True
ESP_YUN_C1,0,kmeans_minmax_3,-4.968905,36.724558,36.724558,11.110955822518768,801.3366974246196,37.95833330150995,1220.0,11.68908257911752,0.02405193736923077,0.01384824582769711,0.7909829234009801,0.3033634205666655,32.33967645161012,23.334517635185257,19.040955822518768,21.241778297962288,6437.5,42.0,6,2084.0,34.1,10.6,1.0,6.8631082525396465,25.0,40.0,10.3,8.3,12.5,490.8738521234052,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
ESP_YUN_C2,0,kmeans_minmax_3,-4.965737,36.724455,36.724455,11.383830109943242,788.0973868727901,36.85482828945287,1180.0,11.68908257911752,0.02405193736923077,0.01442639438340761,0.7909829234009801,0.3033634205666655,31.279444593699235,23.334517635185257,19.05383010994324,20.89088859925982,16017.3,42.0,6,1145.0,28.8,11.6,2.0,6.8631082525396465,37.0,40.0,11.7,8.3,18.5,1075.2100856911068,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
ESP_YUN_T1_THI,0,kmeans_minmax_3,-4.967474,36.724232,36.724232,11.225196376635036,795.5082371004662,37.47942883469251,1190.0,11.68908257911752,0.02405193736923077,0.01409300727070719,0.7909829234009801,0.3033634205666655,31.544711102402296,23.334517635185257,18.960196376635036,21.087460099929036,5935.471999999999,45.8,6,581.0,14.4,8.45,1.0,6.8631082525396465,25.4,40.0,9.2,8.3,12.7,506.7074790974977,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
ESP_YUN_T3_THI,0,kmeans_minmax_3,-4.967004,36.723949,36.723949,11.259953504013083,793.582689093999,37.32758347492154,1185.0,11.68908257911752,0.02405193736923077,0.014170902108189564,0.7909829234009801,0.3033634205666655,31.412405949334733,23.334517635185257,18.962453504013084,21.036575176527755,4004.9620000000004,46.5,6,580.0,12.5,9.4,1.0,6.8631082525396465,22.1,40.0,8.2,8.3,11.05,383.5963169849478,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
FRA_HES_HE1_NON,2,kmeans_minmax_3,7.0647,48.6742,48.6742,9.970148971480416,1003.480624535542,50.249030488887364,300.0,8.117394972689045,0.2711111111111111,0.009925675745204619,0.4643774697373657,0.16341269658472699,6.039352420371139,23.334517635185257,11.920148971480415,20.20124379528089,1548.9140000000002,31.0,10,4452.0,21.06,12.8,1.0,6.8631082525396465,10.3,31.0,14.6,8.3,3.5,77.7,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True
FRA_PUE,0,kmeans_minmax_3,3.5958333333333337,43.74138888888889,43.74138888888889,13.796654344063086,1022.9742806569658,42.98815564013026,270.0,20.17641484433835,0.08018137381013636,0.013473633669013024,1.3696642690092722,0.450956381672563,6.034680788978636,58.87934077089583,15.551654344063085,22.86416014481419,716.7073999999999,58.0,12,7149.0,28.1,5.0,1.0,6.8631082525396465,10.7,58.0,6.26,8.62,2.82,59.16,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
GBR_ABE_PLO,0,kmeans_minmax_3,-3.8,56.616,56.616,7.317755012148953,971.2289645770106,56.08284468140719,340.0,5.682652399927156,0.011668845926800472,0.007526781528600829,0.8417233504083638,0.09862976256468961,5.901138572618717,47.20623992566594,9.527755012148953,16.856931487382163,8062.6770000000015,20.0,9,2200.0,32.0,10.0,1.0,3.54647629395561,13.7,20.0,13.0,41.5652,3.5,147.41,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
GBR_GUI_ST1,0,kmeans_minmax_3,-4.816667,57.266667,57.266667,6.951691056807002,1472.9548624827808,86.89132296870828,300.0,6.741558520986493,0.004622735859539949,0.004716352741696128,0.6849327058126171,0.11570180461817893,5.14874138930926,59.51470895259537,8.901691056807001,25.27954555016474,59685.12499999999,86.0,15,316.0,20.0,11.0,3.0,7.974454931007579,69.1,144.0,12.5,165.59,8.48,1320.49,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
HUN_SIK,2,kmeans_minmax_3,20.444408,47.927288,47.927288,9.410886001643057,568.5207180755506,29.288756733073775,330.0,14.611434605647254,0.004382183606035193,0.016524220634928057,0.5424735438753708,0.29863569396381123,6.74470246542175,15.888375660694159,11.555886001643056,11.61970632984094,45393.796,106.0,2,300.0,25.2,20.0,2.0,6.8631082525396465,43.4,106.0,24.1,8.3,3.5,191.275852883654,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
IDN_JAM_OIL,1,kmeans_minmax_3,102.7918333,-2.0708889,2.0708889,26.2,2825.8190047904336,78.06129847487385,71.0,0.1676760447392951,0.0,0.009268368422456654,1.6703746307348908,0.054601794529035255,23.12034147506932,130.3916126146535,26.6615,920.1957794013433,26937.800000000003,12.0,10,152.0,78.33,12.3,3.0,6.8631082525396465,73.4,12.0,5.0,8.3,3.5,1362.98,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True
IDN_JAM_RUB,1,kmeans_minmax_3,102.783222,-2.095278,2.095278,26.195803864133342,2930.8308946415705,80.97156525775492,90.0,1.076719332420918,0.0,0.008934964124980986,1.5334051571193221,0.3478586842347983,29.076548213116883,124.16221574626512,26.780803864133343,946.8716201393123,5100.4238000000005,7.0,10,464.0,7.6,13.2,1.0,6.8631082525396465,18.14,7.0,15.5,8.3,3.5,185.551705767308,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True
ITA_TOR,2,kmeans_minmax_3,7.56089,45.82376,45.82376,2.126712686785243,754.6507373082957,62.230445859466585,2100.0,17.083368513851866,0.03519042075503077,0.0028144122433610115,0.9065693805450883,0.3648440132499369,44.84902536660875,56.41621675386128,15.776712686785242,16.11683336212845,10092.0,120.0,4,390.0,15.0,10.0,1.0,6.8631082525396465,29.0,127.0,12.0,8.3,2.4,137.762591843222,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True
MDG_SEM_TAL,1,kmeans_minmax_3,48.71167,-18.93167,18.93167,22.289367948950733,2134.1282330274084,66.09383733993958,950.0,11.68908257911752,0.02405193736923077,0.01043935797586571,0.7909829234009801,0.3033634205666655,47.662840093178346,23.334517635185257,28.464367948950734,107.0722239043396,8062.6770000000015,20.0,1,5233.0,35.5,19.0,1.0,6.8631082525396465,18.5,40.0,13.0,8.3,8.75,240.5,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
MDG_YOU_SHO,1,kmeans_minmax_3,48.39527,-18.94722,18.94722,18.604321542369824,1720.777614517779,60.157959417736826,990.0,11.68908257911752,0.02405193736923077,0.010805298771165848,0.7909829234009801,0.3033634205666655,49.63097614604942,23.334517635185257,25.039321542369823,86.26653811998759,8062.6770000000015,6.0,4,2133.0,6.3,5.0,0.0,6.8631082525396465,6.1,6.0,13.0,8.3,2.85,25.51,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
MEX_COR_YP,0,kmeans_minmax_3,-97.0422,19.4931,19.4931,14.35935408061469,1491.5612988849591,61.23156196789109,2180.0,5.1272516641602515,0.02405193736923077,0.009620612628333634,0.9239903903659162,0.2501940489316039,106.37726844645272,56.577374845426476,28.529354080614688,72.78358564028669,373.03,10.0,8,3783.0,34.3,7.0,0.0,6.8631082525396465,7.3,10.0,7.0,8.3,3.3,34.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
NLD_LOO,0,kmeans_minmax_3,5.7435527777777775,52.16648333333333,52.16648333333333,9.91298080709254,869.5996049842744,43.669986598618294,25.0,16.35865186439666,0.03620689655172414,0.011386383304494605,0.7982739446127134,0.3076873029542734,0.47022105718859847,34.86061246326336,10.07548080709254,16.356161823459725,24112.08,106.0,6,434.0,24.4,18.0,2.0,6.8631082525396465,36.6,106.0,18.0,8.3,3.5,717.0,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
NLD_SPE_DOU,0,kmeans_minmax_3,5.690277777777778,52.25111111111111,52.25111111111111,9.75775135591078,898.7076263561098,45.486331423401076,50.0,2.8539963698768673,0.0069350915182219315,0.010845469205846881,1.2657188237144104,0.05359505764906691,0.9389475441305346,57.57290590431103,10.08275135591078,16.87678637316903,8062.6770000000015,55.0,3,688.0,65.4,30.0,2.0,6.8631082525396465,40.9,55.0,13.0,8.3,2.0,18.7,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True
NZL_HUA_HUA,1,kmeans_minmax_3,174.4903,-36.7958,36.7958,14.97470581069803,1371.2343226680414,54.904923928299766,90.0,8.947976630246067,0.02018269788738997,0.010912644847406703,0.36391019392621005,0.23674526350139613,2.3812169606146716,19.980461514251378,15.55970581069803,36.280071401267904,774400.0,300.0,6,770.0,94.0,27.0,4.0,6.8631082525396465,176.0,520.0,25.0,8.3,17.8,3676.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
PRT_MIT,2,kmeans_minmax_3,-8.0002777777777,38.5405555555556,38.5405555555556,16.47019233572427,584.0720426463672,22.065273846087678,235.0,14.289010581433997,0.046694796061884675,0.028150708178136762,0.491679569832286,0.3613760702314244,5.943265002177785,10.84904435287598,17.99769233572427,14.771467786428278,10968.65,60.0,4,30.0,3.6,7.5,2.0,6.8631082525396465,38.5,40.0,7.4,8.3,5.79,596.505486,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True
PRT_PIN,0,kmeans_minmax_3,-8.757717,38.250188,38.250188,17.0,687.71648935756,25.47098108731704,5.0,11.68908257911752,0.02405193736923077,0.024683596607157944,0.7909829234009801,0.3033634205666655,0.12738792486802866,23.334517635185257,17.0325,17.521355295357058,8062.6770000000015,35.0,10,687.0,22.47,12.6,0.0,6.8631082525396465,6.620851225016633,40.0,13.0,8.3,2.0,27.833663510089803,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
RUS_CHE_LOW,2,kmeans_minmax_3,161.5045,68.73785,68.73785,-11.500000000000002,211.05015381638765,-140.70010254425827,90.0,11.68908257911752,0.02405193736923077,-0.05423245299768917,0.7909829234009801,0.3033634205666655,1.2905473856736336,23.334517635185257,-10.915000000000003,3.026335825041748,8062.6770000000015,48.0,12,687.0,22.47,12.3,0.0,0.7377046761624013,3.25,40.0,13.0,3.05,1.31,2.25,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
SEN_SOU_IRR,1,kmeans_minmax_3,-15.428,16.344,16.344,28.9,248.00000000000003,6.375321336760926,10.0,0.8606402732015361,0.0,0.11606425702811243,1.565953245166389,0.04962178696964576,0.5765682656826567,9.983455136279293,28.965,14.29889298892989,1896.075,40.0,3,149.0,5.6,7.0,1.0,21.037865212080614,15.9,40.0,7.5,7.13,4.79,150.0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True
SEN_SOU_POS,1,kmeans_minmax_3,-15.428,16.344,16.344,28.9,248.00000000000003,6.375321336760926,10.0,13.16136554621849,0.0,0.11606425702811243,0.33726051125927237,0.7588425706998668,0.5765682656826567,2.150144133478138,28.965,14.29889298892989,1896.075,40.0,3,149.0,5.6,7.0,1.0,21.037865212080614,15.9,40.0,7.5,7.13,4.79,150.0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True
SEN_SOU_PRE,1,kmeans_minmax_3,-15.428,16.344,16.344,28.9,248.00000000000003,6.375321336760926,10.0,12.149127488971754,0.0,0.11606425702811243,0.21094608675581872,0.7004801365873935,0.5765682656826567,1.3448490878005925,28.965,14.29889298892989,1896.075,40.0,3,149.0,5.6,7.0,1.0,21.037865212080614,15.9,40.0,7.5,7.13,4.79,150.0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True
THA_KHU,1,kmeans_minmax_3,103.081,15.273,15.273,27.20655273436945,1178.0090687851614,31.661333346181753,150.0,7.386646971653484,2.0852941176470585,0.023075779020430093,0.7909829234009801,0.45392041858621546,9.217722608000983,25.043574008935778,28.18155273436945,72.39040550514112,44553.75,11.0,6,570.0,12.5,15.0,3.0,6.8631082525396465,54.5,11.0,15.0,8.3,7.93,197.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True
USA_CHE_ASP,0,kmeans_minmax_3,-90.267,45.937,45.937,5.050064848891833,885.4336241542424,58.832545443778514,477.0,9.470010644828058,0.12363763001485883,0.005697059217163795,0.2777009524775721,0.20176003248669616,10.1625583228583,16.337853906417337,8.150564848891833,18.8642994685268,8062.6770000000015,25.0,19,3936.0,14.1,10.0,1.0,6.8631082525396465,13.2,40.0,13.0,8.3,4.768008677,126.3039872,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True
USA_CHE_MAP,2,kmeans_minmax_3,-90.26,45.948,45.948,5.018908823166536,875.2641753012226,58.27748111441593,1565.0,0.5386062022612883,0.0,0.005727620693201622,1.6144727316283367,0.011472399298400108,33.33475334412542,94.08740412720988,15.191408823166537,18.643268622757574,13690.5385184,65.0,112,687.0,22.47,18.0,1.0,1.8491244548110706,27.2,60.0,18.50472875,267.2066583,3.5,494.0983682,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
USA_HIL_HF1_PRE,0,kmeans_minmax_3,-78.864178648,36.2173212,36.2173212,15.14047287356184,1218.786872326706,48.47907509362736,174.0,26.328408329100913,0.3345187362233652,0.012412392047376156,2.295495613536758,0.7074235189474334,4.675242451356225,111.2835042257407,16.27147287356184,32.74783979688216,8062.6770000000015,35.0,5,544.0,31.8,15.0,1.0,6.8631082525396465,17.3,35.0,13.0,8.3,8.1,226.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
USA_INM,2,kmeans_minmax_3,-86.413239,39.323228,39.323228,12.026031919391516,1157.875702542217,52.568511059081594,286.0,16.059655295100963,0.03239860583016477,0.010377326828934372,0.7539676207774896,0.398273057283533,7.092686131179776,39.6349552110309,13.885031919391515,28.714856423256016,8062.6770000000015,70.0,1,1523.0,25.8,30.0,2.0,6.8631082525396465,38.2,40.0,13.0,8.3,10.1,829.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True
USA_MOR_SF,2,kmeans_minmax_3,-86.413321,39.323011,39.323011,12.023255530848704,1159.4803130577088,52.64799799619027,275.0,2.8187225633154256,0.0,0.010360585522704,1.2712900647765648,0.06990357350336326,6.819927212280849,66.93087678293318,13.810755530848704,28.754804869549766,8062.6770000000015,90.0,2,687.0,22.47,27.0,2.0,6.8631082525396465,41.2,40.0,13.0,8.3,11.0,1041.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True
USA_PER_PER,0,kmeans_minmax_3,-83.87,30.20611,30.20611,20.0,1442.596223009953,48.08654076699843,14.0,15.459839830461368,0.0,0.013854289503680773,0.667269237610195,0.4954106689510922,0.44863009199160037,32.0866693969066,20.091,46.22800544540647,8062.6770000000015,10.0,80,1720.0,32.0,12.0,1.0,6.8631082525396465,16.748611787142856,40.0,13.0,8.3,3.5,191.275852883654,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True
USA_SWH,2,kmeans_minmax_3,-91.125278,34.108889,34.108889,17.5,1302.0068015647755,47.345701875082746,44.196000000000005,11.68908257911752,0.02405193736923077,0.013430474790296045,0.7909829234009801,0.3033634205666655,1.2588265040229558,23.334517635185257,17.787274,37.08481921956504,48856.814000000006,90.0,8,687.0,27.3,24.2,2.0,6.8631082525396465,48.7,59.0,20.6,8.3,4.16,582.0,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True
ZAF_FRA_FRA,2,kmeans_minmax_3,19.060978,-33.884334,33.884334,16.699999999999996,973.8168782602936,36.47254225693984,190.0,11.68908257911752,0.02405193736923077,0.017131422703517037,0.7909829234009801,0.3033634205666655,5.4465709449978315,23.334517635185257,17.934999999999995,27.91559323621582,5248.8,30.0,3,933.0,22.47,20.0,1.0,6.8631082525396465,16.2,30.0,20.0,8.3,3.5,128.6,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
ZAF_RAD,1,kmeans_minmax_3,19.108,-34.08,34.08,15.427043191103412,929.9052363414804,36.571504966288884,409.0,16.307631205673758,0.0,0.016572087672138056,0.7928484566255037,0.4648697607090581,11.659064994298745,28.995661268994088,18.08554319110341,26.508131024557596,512.435,12.0,3,1667.0,22.47,3.5,1.0,6.8631082525396465,12.1,12.0,3.5,8.3,3.8,82.3,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
ZAF_SOU_SOU,2,kmeans_minmax_3,19.0933,-34.087,34.087,15.28335143112229,929.33201916927,36.75667846887252,389.0,16.31365439093485,0.0,0.016427846313157527,0.7937437513960891,0.4649486815896158,11.086727277909196,29.175383856742734,17.81185143112229,26.486505519687345,7490.879999999999,30.0,2,1250.0,22.47,4.0,2.0,6.8631082525396465,40.8,30.0,4.5,8.3,3.48,88.8,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True
ZAF_WEL_SOR,1,kmeans_minmax_3,18.95601667,-33.48173889,33.48173889,17.816905035459797,628.5175140249866,22.59480388719663,81.0,17.087902490768023,0.011144578313253013,0.02830247711702683,0.9084953983950429,0.49556382713992597,2.3490694671286048,20.527275359156565,18.343405035459796,18.22754693520581,39171.84,50.0,3,580.0,8.8,25.0,2.0,6.8631082525396465,40.4,50.0,24.0,8.3,16.9,1205.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
