cluster,total_rows,train_samples,test_samples,train_rmse,test_rmse,train_r2,test_r2,train_mae,test_mae,feature_count,best_iteration
0,4683054,3746443,936611,29.33166182471291,4.435209449506886,0.041956114218685836,0.5703508908577377,2.1269508383921605,2.127401616833434,49,200
1,5005301,4004240,1001061,1.3931173040785363,1.6552214740745719,0.8331418356023412,0.7681870674137155,0.5996897700623275,0.6202472850699259,49,200
2,2036167,1628933,407234,2.579872013176109,2.720692440486087,0.8901280492961011,0.8770263450577338,1.2195144113889547,1.2539443266659513,49,200
