feature_index,feature_name,description,category,importance_score
f64,sand_percentage,No description available,Unknown category,31661.560546875
f39,pl_height,No description available,Unknown category,29941.5703125
f21,mean_annual_temp,No description available,Unknown category,28516.791015625
f37,pl_age,No description available,Unknown category,28459.580078125
f59,tree_size_class_code,No description available,Unknown category,25839.505859375
f29,n_trees,No description available,Unknown category,19224.24609375
f50,tree_volume_index,No description available,Unknown category,19010.125
f18,latitude,No description available,Unknown category,18047.19140625
f19,longitude,No description available,Unknown category,16659.025390625
f44,latitude_abs,No description available,Unknown category,14779.86328125
f49,social_status_code,No description available,Unknown category,13397.8251953125
f8,vpd_ppfd_interaction,No description available,Unknown category,11239.419921875
f7,ext_rad,No description available,Unknown category,11174.6025390625
f38,pl_dbh,No description available,Unknown category,10685.2177734375
f43,pl_sapw_depth,No description available,Unknown category,9086.56640625
f42,pl_sapw_area,No description available,Unknown category,8560.794921875
f65,silt_percentage,No description available,Unknown category,7485.88525390625
f24,basal_area,No description available,Unknown category,6788.82763671875
f6,rh,No description available,Unknown category,6660.146484375
f33,stomatal_control_index,No description available,Unknown category,6555.21240234375
f20,elevation,No description available,Unknown category,6059.04150390625
f41,pl_bark_thick,No description available,Unknown category,4898.5703125
f27,leaf_area_index,No description available,Unknown category,4688.55810546875
f10,temp_humidity_ratio,No description available,Unknown category,4666.22265625
f1,vpd,No description available,Unknown category,2412.8310546875
f17,ppfd_efficiency,No description available,Unknown category,2312.829345703125
f22,mean_annual_precip,No description available,Unknown category,2297.2626953125
f15,radiation_temp_interaction,No description available,Unknown category,2138.4990234375
f4,precip,No description available,Unknown category,2026.7218017578125
f45,aridity_index,No description available,Unknown category,1894.5057373046875
f9,vpd_ta_interaction,No description available,Unknown category,1789.1397705078125
f25,tree_density,No description available,Unknown category,1770.3062744140625
f35,sapwood_leaf_ratio,No description available,Unknown category,1685.1455078125
f11,water_stress_index,No description available,Unknown category,1592.9376220703125
f48,igbp_code,No description available,Unknown category,1466.3201904296875
f31,stomatal_conductance_proxy,No description available,Unknown category,1410.4239501953125
f23,stand_age,No description available,Unknown category,1295.74755859375
f40,pl_leaf_area,No description available,Unknown category,1268.3419189453125
f26,stand_height,No description available,Unknown category,1128.380859375
f2,sw_in,No description available,Unknown category,1030.181884765625
f13,temp_soil_interaction,No description available,Unknown category,967.3156127929688
f14,wind_vpd_interaction,No description available,Unknown category,966.6145629882812
f5,ppfd_in,No description available,Unknown category,951.327880859375
f28,soil_depth,No description available,Unknown category,924.1502685546875
f16,humidity_soil_interaction,No description available,Unknown category,871.8956909179688
f62,swc_shallow,No description available,Unknown category,732.92333984375
f0,ta,No description available,Unknown category,687.3262329101562
f3,ws,No description available,Unknown category,679.57373046875
f12,light_efficiency,No description available,Unknown category,655.2213745117188
f60,tree_age_class_code,No description available,Unknown category,644.264892578125
f30,temp_deviation,No description available,Unknown category,588.2048950195312
f32,wind_stress,No description available,Unknown category,377.4225769042969
f57,growth_condition_code,No description available,Unknown category,349.4710388183594
f63,clay_percentage,No description available,Unknown category,306.4492492675781
f46,leaf_habit_code,No description available,Unknown category,262.1719055175781
f58,pl_social_code,No description available,Unknown category,136.3098907470703
f56,terrain_code,No description available,Unknown category,82.41629028320312
