cluster,total_sites,successful_folds,mean_test_r2,std_test_r2,mean_test_rmse,std_test_rmse,min_test_r2,max_test_r2
0,9,9,-1.2787864075425965,2.4237433253544527,5.824365133505099,3.2253939757764503,-7.496618178793877,0.6329844254262156
1,8,8,-1.0002846416646411,1.900158265084098,3.533227903266729,2.0425270470040418,-4.573681569558902,0.7129003930796627
2,21,21,-18.26189012513616,59.78587634117342,7.715062633323496,4.1435307102525165,-258.94538016407813,0.672260740608611
3,13,13,-0.033827168385466407,0.7484765582025581,6.047318118670104,7.976013890121501,-2.2805092049784905,0.4582605373188213
4,36,36,-1.1608112222829179,4.613029781991727,4.11730461698679,5.879477561729158,-26.472918905372637,0.7130054524965025
