cluster,total_rows,train_samples,test_samples,train_rmse,test_rmse,train_r2,test_r2,train_mae,test_mae,feature_count,best_iteration
0,1001067,800853,200214,2.3888768594665173,2.563031672627504,0.8659653402754741,0.8454106468477033,1.316895487263296,1.3858036116428039,49,200
1,9173394,7338715,1834679,20.960081529590983,3.2529197448683123,0.05121235894455567,0.6196007774818262,1.3200095616707843,1.3232465378901526,49,200
2,1550061,1240048,310013,2.810963129622185,3.0342203314019236,0.894418655975213,0.8770986480633718,1.3484768278084367,1.4026446466125964,49,200
