site,cluster,cluster_method,longitude,latitude,latitude_abs,mean_annual_temp,mean_annual_precip,aridity_index,elevation,seasonal_temp_range,seasonal_precip_range,temp_precip_ratio,seasonality_index,climate_continentality,elevation_latitude_ratio,aridity_seasonality,temp_elevation_ratio,precip_latitude_ratio,climate_zone_code_0,climate_zone_code_1,climate_zone_code_2,biome_code_11.0,biome_code_15.0,igbp_class_code_1,igbp_class_code_2,igbp_class_code_3,igbp_class_code_4,igbp_class_code_5,igbp_class_code_8,igbp_class_code_9,igbp_class_code_11,leaf_habit_code_1.0,leaf_habit_code_3.0,soil_texture_code_1.0,soil_texture_code_2.0,soil_texture_code_3.0,soil_texture_code_4.0,soil_texture_code_6.0,soil_texture_code_7.0,soil_texture_code_8.0,soil_texture_code_9.0,soil_texture_code_12.0,species_functional_group_code_0,species_functional_group_code_1,species_functional_group_code_2,species_functional_group_code_3,species_functional_group_code_4,koppen_geiger_code_encoded_0
CHN_YUN_YUN,4,kmeans_minmax_9,117.4180278,23.92071944,23.92071944,22.468112232836067,1133.9431384619877,34.924825020014374,0.0,16.442017783889504,0.04415744157441574,0.01979668537692876,0.8102624543960995,0.6597729982665984,0.0,28.29827444007115,22.468112232836067,45.5020225717042,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
CRI_TAM_TOW,8,kmeans_minmax_9,-84.62583333333333,10.386944444444444,10.386944444444444,22.97295965992198,3625.909579575401,109.96615459978337,600.0,2.951542541235927,24.51385340857054,0.006334031537287842,8.128170615688402,0.2592040872453672,52.69192301124583,893.8236665382072,26.872959659921978,318.4269140212096,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
CZE_LIZ_LES,2,kmeans_minmax_9,13.67975,49.06668,49.06668,6.030012700734641,837.0527287696275,52.21784563721937,858.0,18.163253581206206,0.023070837600346013,0.007195266471582879,1.0689211144297004,0.3627812665270836,17.137145902224795,55.8167577516546,11.607012700734641,16.718758439138117,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
ESP_MAJ_MAI,5,kmeans_minmax_9,-5.773361111,39.9415,39.9415,16.9,888.4803149977798,33.029007992482526,260.0,22.893363246677318,0.021960784313725487,0.018999858361162473,1.7810006793234447,0.5591725571040953,6.350524528900993,58.82468567199086,18.59,21.7012155147657,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True
ESP_MAJ_NOR_LM1,5,kmeans_minmax_9,-5.773361111,39.9415,39.9415,16.9,888.4803149977798,33.029007992482526,260.0,23.831114472364632,0.0032303370786516852,0.018999858361162473,1.9229656649114437,0.5820772192607656,6.350524528900993,63.51364831562955,18.59,21.7012155147657,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True
ESP_RIN,0,kmeans_minmax_9,-6.016666666666667,40.60027777777778,40.60027777777778,11.306470465901596,834.0268537083585,39.14429914814453,1200.0,13.396400352733686,0.0,0.013540247736572185,0.369508685501354,0.3220267043478694,28.84596123156229,14.464158523102657,19.106470465901594,20.048588573460986,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
ESP_RON_PIL,2,kmeans_minmax_9,-5.019568,36.692881,36.692881,8.06080443951825,925.3623809158134,51.23594488909135,1734.0,11.68908257911752,0.02405193736923077,0.008701567124896888,0.7909829234009801,0.3033634205666655,46.003381911825734,23.334517635185257,19.33180443951825,24.550057102714263,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
ESP_SAN_A2_45I,4,kmeans_minmax_9,-5.797067,37.249105,37.249105,18.5,598.1261450362572,20.986882281973937,49.0,7.252356905926366,0.0,0.030878305267216206,0.6100446343059046,0.18960853870767344,1.281075727131393,12.80293492692786,18.8185,15.637650738135106,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
ESP_SAN_A_45I,4,kmeans_minmax_9,-5.797067,37.249105,37.249105,18.5,598.1261450362572,20.986882281973937,49.0,10.146374303938442,0.07600000000000001,0.030878305267216206,0.19714004142776578,0.26527089467684123,1.281075727131393,4.137354842507985,18.8185,15.637650738135106,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
ESP_SAN_B2_100,4,kmeans_minmax_9,-5.797067,37.249105,37.249105,18.5,598.1261450362572,20.986882281973937,49.0,8.061607359316618,0.0,0.030878305267216206,0.4921919505878616,0.21076590836090459,1.281075727131393,10.329574527122583,18.8185,15.637650738135106,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
ESP_SAN_B_100,4,kmeans_minmax_9,-5.797067,37.249105,37.249105,18.5,598.1261450362572,20.986882281973937,49.0,10.193155218843605,0.0760708446866485,0.030878305267216206,0.19165873519471993,0.26649395374986173,1.281075727131393,4.022319313843602,18.8185,15.637650738135106,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
ESP_TIL_MIX,6,kmeans_minmax_9,1.0144288,41.33262995,41.33262995,10.483546437312134,651.2747274910893,31.795017990866526,1018.0,16.565150469588772,0.047380836938684175,0.01607228671519448,0.8284712927589577,0.391309268740313,24.04764365460833,26.34125965818751,17.100546437312133,15.38469800388788,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
ESP_VAL_BAR,0,kmeans_minmax_9,1.82048611111111,42.2029333333333,42.2029333333333,9.332544427328177,602.8374693645555,31.182520833232594,1102.0,12.972301137058414,0.026986747559652923,0.015455391393894817,0.3076456744384232,0.30026436022226327,25.5075272666671,9.593167652430024,16.495544427328177,13.953623581837562,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True
ESP_VAL_SOR,6,kmeans_minmax_9,1.8135611,42.19605278,42.19605278,8.503677064013853,622.8961375657409,33.66337055120552,1257.0,15.492297878465646,0.02662558685446009,0.013629956257130711,0.6701455394583692,0.35865077666630363,29.099881102608467,22.5593576180246,16.674177064013854,14.420209659854502,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
ESP_YUN_C1,6,kmeans_minmax_9,-4.968905,36.724558,36.724558,11.110955822518768,801.3366974246196,37.95833330150995,1220.0,11.68908257911752,0.02405193736923077,0.01384824582769711,0.7909829234009801,0.3033634205666655,32.33967645161012,23.334517635185257,19.040955822518768,21.241778297962288,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
ESP_YUN_C2,6,kmeans_minmax_9,-4.965737,36.724455,36.724455,11.383830109943242,788.0973868727901,36.85482828945287,1180.0,11.68908257911752,0.02405193736923077,0.01442639438340761,0.7909829234009801,0.3033634205666655,31.279444593699235,23.334517635185257,19.05383010994324,20.89088859925982,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
ESP_YUN_T1_THI,6,kmeans_minmax_9,-4.967474,36.724232,36.724232,11.225196376635036,795.5082371004662,37.47942883469251,1190.0,11.68908257911752,0.02405193736923077,0.01409300727070719,0.7909829234009801,0.3033634205666655,31.544711102402296,23.334517635185257,18.960196376635036,21.087460099929036,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
ESP_YUN_T3_THI,6,kmeans_minmax_9,-4.967004,36.723949,36.723949,11.259953504013083,793.582689093999,37.32758347492154,1185.0,11.68908257911752,0.02405193736923077,0.014170902108189564,0.7909829234009801,0.3033634205666655,31.412405949334733,23.334517635185257,18.962453504013084,21.036575176527755,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
FRA_HES_HE1_NON,0,kmeans_minmax_9,7.0647,48.6742,48.6742,9.970148971480416,1003.480624535542,50.249030488887364,300.0,8.117394972689045,0.2711111111111111,0.009925675745204619,0.4643774697373657,0.16341269658472699,6.039352420371139,23.334517635185257,11.920148971480415,20.20124379528089,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
FRA_PUE,6,kmeans_minmax_9,3.5958333333333337,43.74138888888889,43.74138888888889,13.796654344063086,1022.9742806569658,42.98815564013026,270.0,20.17641484433835,0.08018137381013636,0.013473633669013024,1.3696642690092722,0.450956381672563,6.034680788978636,58.87934077089583,15.551654344063085,22.86416014481419,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
GBR_ABE_PLO,2,kmeans_minmax_9,-3.8,56.616,56.616,7.317755012148953,971.2289645770106,56.08284468140719,340.0,5.682652399927156,0.011668845926800472,0.007526781528600829,0.8417233504083638,0.09862976256468961,5.901138572618717,47.20623992566594,9.527755012148953,16.856931487382163,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
GBR_GUI_ST1,2,kmeans_minmax_9,-4.816667,57.266667,57.266667,6.951691056807002,1472.9548624827808,86.89132296870828,300.0,6.741558520986493,0.004622735859539949,0.004716352741696128,0.6849327058126171,0.11570180461817893,5.14874138930926,59.51470895259537,8.901691056807001,25.27954555016474,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
HUN_SIK,0,kmeans_minmax_9,20.444408,47.927288,47.927288,9.410886001643057,568.5207180755506,29.288756733073775,330.0,14.611434605647254,0.004382183606035193,0.016524220634928057,0.5424735438753708,0.29863569396381123,6.74470246542175,15.888375660694159,11.555886001643056,11.61970632984094,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
IDN_JAM_OIL,8,kmeans_minmax_9,102.7918333,-2.0708889,2.0708889,26.2,2825.8190047904336,78.06129847487385,71.0,0.1676760447392951,0.0,0.009268368422456654,1.6703746307348908,0.054601794529035255,23.12034147506932,130.3916126146535,26.6615,920.1957794013433,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
IDN_JAM_RUB,8,kmeans_minmax_9,102.783222,-2.095278,2.095278,26.195803864133342,2930.8308946415705,80.97156525775492,90.0,1.076719332420918,0.0,0.008934964124980986,1.5334051571193221,0.3478586842347983,29.076548213116883,124.16221574626512,26.780803864133343,946.8716201393123,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
