cluster,total_rows,train_samples,test_samples,train_rmse,test_rmse,train_r2,test_r2,train_mae,test_mae,feature_count,best_iteration
0,415207,332165,83042,0.668918588644209,0.8912509355432346,0.9904155046425286,0.9826922886476712,0.4256913451543316,0.49364601216563864,304,200
1,169806,135844,33962,0.7218151136013878,1.062569715899551,0.9768470701334241,0.9496151345969679,0.4222040666004185,0.5681709330418263,304,200
2,1438052,1150441,287611,1.7738770901991336,2.022900805578179,0.9601722252320869,0.948373159538132,0.8974739254597695,0.9573223198774106,304,200
3,4684744,3747795,936949,2.3764362912319594,1.9196840494396927,0.9936767653702707,0.909287102879528,0.9535131893275102,0.9665546102011583,304,200
4,5016713,4013370,1003343,0.9085941573465789,1.0609270020513852,0.9432603868873461,0.9241029060464738,0.4304617466596405,0.4458074195252665,304,200
