cluster,fold,test_site,train_samples,test_samples,train_rmse,test_rmse,train_mae,test_mae,train_r2,test_r2
0,1,AUS_BRI_BRI.parquet,2030232,5935,1.7750134735868852,5.315230825366542,0.9030134075620134,3.4366387661119058,0.948049654377733,-1.957548239829841
0,2,AUS_CAN_ST1_EUC.parquet,2033779,2388,1.7894262603276343,0.900615941134144,0.9073857322087386,0.7750674336499704,0.9471319014025302,-1.407628907798785
0,3,AUS_CAN_ST3_ACA.parquet,2033709,2458,1.789620429386391,0.6961070977973274,0.9080822453365911,0.5632160488583384,0.9471222725220724,-0.9709528232190887
0,4,AUS_CAR_THI_00F.parquet,2028145,8022,1.75565157047395,5.2711203061989105,0.8968878495297231,3.1495022256170477,0.9489201631410601,0.6186472912750534
0,5,AUS_CAR_THI_0PF.parquet,2027939,8228,1.7837095185356397,3.718078865207908,0.9062684759974479,2.5246057739840824,0.9474849655555436,0.5510172836106423
0,6,AUS_CAR_THI_CON.parquet,2027738,8429,1.768949460029725,3.792315010342392,0.897798945036432,2.592469294246285,0.94829759840344,0.6521180453623323
0,7,AUS_CAR_THI_T00.parquet,2028797,7370,1.7658222175149676,6.057223624586387,0.8989361757824555,3.6101085744512296,0.9481542020343571,0.6926989284085898
0,8,AUS_CAR_THI_T0F.parquet,2028476,7691,1.7589823214126503,4.633193128133904,0.8930760381681037,2.8305106369960202,0.948669100448997,0.748491830071099
0,9,AUS_ELL_MB_MOD.parquet,1996406,39761,1.6438916284399838,11.922540569863573,0.8520176453441061,6.744020820801875,0.9516934789771374,0.3717080075071274
0,10,AUS_ELL_UNB.parquet,2016633,19534,1.7253976680627543,10.689274028153255,0.8805749485319658,6.217243004259027,0.9496357091468522,0.10876717137031
0,11,AUS_KAR.parquet,2005661,30506,1.7735207657453198,3.7564669771037567,0.9043306878263178,2.541232967685975,0.948642315983661,-0.21858098534217008
0,12,AUS_MAR_HSD_HIG.parquet,1973776,62391,1.7563365888406384,6.008013668877069,0.888854171844339,4.246125263531843,0.9492123004715065,0.25828416059761405
0,13,AUS_MAR_HSW_HIG.parquet,1993819,42348,1.7579244676510533,7.824836182599036,0.892843234601627,5.838868141698095,0.9476342927375346,0.4848501142573258
0,14,AUS_MAR_MSD_MOD.parquet,1974643,61524,1.608132899431973,17.652956886089395,0.8411540359276184,8.9921658962487,0.9444597997919247,0.16545507860603514
0,15,AUS_MAR_MSW_MOD.parquet,1987189,48978,1.6106941457469943,11.159916301112037,0.8372158068851653,6.465516773719943,0.9511930417235668,0.5066758096428088
