cluster,total_sites,successful_folds,mean_test_r2,std_test_r2,mean_test_rmse,std_test_rmse,min_test_r2,max_test_r2
0,32,32,-9.347769010449515,32.35290153265899,6.002837301515347,4.5107173869411605,-161.60775415302535,0.748491830071099
1,30,30,-5.581240811386369,18.860535050017333,6.314447119106145,9.067455514647461,-96.40437523749307,0.6401298395732584
2,25,25,-0.8022454497280738,2.7131259493527793,6.400426426139567,7.188517504606919,-10.276181844750784,0.6809978200590204
