cluster,total_rows,train_samples,test_samples,train_rmse,test_rmse,train_r2,test_r2,train_mae,test_mae,feature_count,best_iteration
0,2036167,1628933,407234,1.713744392640717,1.8591358414818848,0.9515177679076645,0.9425783816597907,0.8574248635653944,0.8951700587763886,304,200
1,4980980,3984784,996196,0.8999244195667007,1.0627396567454537,0.930417588007059,0.9047113019961782,0.4118818395337492,0.42855939600455245,304,200
2,4707375,3765900,941475,2.0142033347992414,4.958101205827674,0.9954595781584517,0.4570984387172551,0.9958333276958754,1.016290354352789,304,200
