cluster,total_sites,successful_folds,mean_test_r2,std_test_r2,mean_test_rmse,std_test_rmse,min_test_r2,max_test_r2
0,9,9,-3.9416060362482344,6.999669848177296,6.424735794927329,3.0441063982008196,-17.08926400618291,0.3957274948219025
1,8,8,-0.28842011892389946,1.2078188120292377,3.0293004945174435,1.5714835746550795,-2.9132079360988405,0.7200577769330921
2,21,21,-10.037207170431552,30.820487841259858,7.196495575268423,4.233347877236211,-108.70201788827383,0.762497310234719
3,13,13,-71.04831028036254,165.83589446879125,13.347715171329792,15.335267540960354,-490.7731818239513,0.4446587819114808
4,36,36,-2.720323240618417,11.265687378274704,4.44364642879494,6.493009560878804,-62.94869029612535,0.6422297768468952
