cluster,total_rows,train_samples,test_samples,train_rmse,test_rmse,train_r2,test_r2,train_mae,test_mae,feature_count,best_iteration
0,1944137,1555309,388828,2.0061445679533683,2.4862375613784353,0.8587722079852472,0.7829186890063382,0.8446508666065363,0.8986242788571671,49,200
1,3336038,2668830,667208,0.9876911125793965,1.035128019038534,0.8218516857479239,0.8039278261820701,0.491419144415072,0.5025083944046344,49,200
2,1437731,1150184,287547,2.8238105633614254,3.086313941263928,0.8990317185907376,0.8787822532353193,1.3383897749591034,1.397832368625209,49,200
3,687770,550216,137554,1.8820971821605552,2.0558057147445115,0.9118622407395331,0.8934783071029698,1.0957943636279541,1.1732486853253146,49,200
4,4318846,3455076,863770,30.53174108753408,4.817013202585586,0.03547090945555842,0.4507965760148176,2.0934953322605043,2.101654374352848,49,200
