feature_index,feature_name,description,category,importance_score
f12,stand_height,No description available,Unknown category,117039.0703125
f8,elevation,No description available,Unknown category,45005.90234375
f35,soil_texture_code,No description available,Unknown category,38201.59765625
f34,igbp_class_code,No description available,Unknown category,22163.3828125
f25,latitude_abs,No description available,Unknown category,13372.3720703125
f17,n_trees,No description available,Unknown category,11101.0361328125
f9,mean_annual_temp,No description available,Unknown category,9875.5029296875
f29,igbp_code,No description available,Unknown category,9283.869140625
f6,latitude,No description available,Unknown category,8551.140625
f10,mean_annual_precip,No description available,Unknown category,7440.8916015625
f15,silt_percentage,No description available,Unknown category,7266.17578125
f11,stand_age,No description available,Unknown category,6192.4404296875
f0,ta,No description available,Unknown category,4374.5546875
f37,growth_condition_code,No description available,Unknown category,4239.7880859375
f22,pl_bark_thick,No description available,Unknown category,3721.63232421875
f46,tree_density,No description available,Unknown category,3334.16015625
f44,ppfd_in,No description available,Unknown category,2966.957763671875
f14,sand_percentage,No description available,Unknown category,2958.963623046875
f16,soil_depth,No description available,Unknown category,2581.320068359375
f40,tree_age_class_code,No description available,Unknown category,2349.54296875
f20,pl_height,No description available,Unknown category,2121.778564453125
f42,sw_in,No description available,Unknown category,2053.125244140625
f23,pl_sapw_area,No description available,Unknown category,2024.0849609375
f7,longitude,No description available,Unknown category,1928.2645263671875
f4,vpd,No description available,Unknown category,1916.3587646484375
f5,ext_rad,No description available,Unknown category,1803.264892578125
f24,pl_sapw_depth,No description available,Unknown category,1786.4443359375
f26,aridity_index,No description available,Unknown category,1759.50732421875
f13,clay_percentage,No description available,Unknown category,1383.8790283203125
f18,pl_age,No description available,Unknown category,1314.412841796875
f19,pl_dbh,No description available,Unknown category,1306.1385498046875
f32,tree_volume_index,No description available,Unknown category,1143.1572265625
f45,basal_area,No description available,Unknown category,1118.640625
f2,ws,No description available,Unknown category,1017.0921020507812
f1,rh,No description available,Unknown category,986.25439453125
f31,sapwood_leaf_ratio,No description available,Unknown category,831.35302734375
f3,precip,No description available,Unknown category,757.16796875
f21,pl_leaf_area,No description available,Unknown category,572.0906982421875
f38,pl_social_code,No description available,Unknown category,527.6511840820312
f43,swc_shallow,No description available,Unknown category,505.7588195800781
f27,leaf_habit_code,No description available,Unknown category,435.2082214355469
f30,social_status_code,No description available,Unknown category,399.6565246582031
f39,tree_size_class_code,No description available,Unknown category,253.91439819335938
f36,terrain_code,No description available,Unknown category,189.72523498535156
f41,species_functional_group_code,No description available,Unknown category,164.49356079101562
f47,leaf_area_index,No description available,Unknown category,151.26010131835938
